Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage - Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
President Stanford speaking at the American Society for Public Administration				Stanford was honorary chairman of the American Society for Public Administration.		Photographs	1969	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 6;  Folder Title: Administration - American Society for Public Administration.   Folder Date: 1969	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300720001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/0	0	91.jp2	/umservice/image/91.jp2
Students eating lunch on the stairs	Schulke, Flip			Written on verso: "Student Lunch Period - North Campus"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 2;  Folder Title: Cafeteria (n.d) 3.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300010001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/1	1	76.jp2	/umservice/image/76.jp2
Working in the Computer Center			A man working with a large IBM 7040 Data Processing System.			Photographs	1965	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 9;  Folder Title: Computer Center- Computer Machines in Communications.   Folder Date: 1965	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300140001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/2	2	30.jp2	/umservice/image/30.jp2
Dorothy Hipps, computer operator, working in the Ungar Computer Center	Schnier, Sanford			Written on paper attached to verso: "--University of Miami Photo; Miss Dorothy Hipps, computer operator at the Ungar Computer Center, University of Miami, answers computer commands at the console. The Center utilizes a UNIVAC 1106 system. 10/11/72--University of Miami News Bureau; Sanford Schnier 284-4073"		Photographs	1972-10-11	1970-1980	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 10;  Folder Title: Computer Center.   Folder Date: 1972	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300800001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/3	3	60.jp2	/umservice/image/60.jp2
Five parked school buses	Fleming, Fred B.					Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4x20.7cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 41;  Folder Title: Transportation- n.d 2. Folder Date: n.d	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300410001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/4	4	81.jp2	/umservice/image/81.jp2
Original administration and faculty members at time of Silver Anniversary			Front row, left to right: Bertha Foster, Bowman F. Ashe, Mary B. Merritt. Back row, left to right: John Thom Holdsworth, Dorothy Havens Wedderspoon, Eugene E. McCarty, Jay F.W. Pearson, Denman Fink, Harry H. Provin.			Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 1;  Folder Title: Administration.   Folder Date: 1951	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300440001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/5	5	51.jp2	/umservice/image/51.jp2
Inside the University of Miami bookstore				Written on front: "2"; Written on verso: "First Floor, University of Miami, Coral Gables, Florida 33124"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 29;  Folder Title: Bookstore (n.d.) 2.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300510001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/6	6	34.jp2	/umservice/image/34.jp2
Cafeteria staff serving students				Written on verso: "Cafeteria (1961)"		Photographs	1961	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 31;  Folder Title: Cafeteria.   Folder Date: 1961	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300990001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/7	7	46.jp2	/umservice/image/46.jp2
William T. Brady speaking at the Top Management Seminar				Written on verso: "Left to right: Mr. William T. Brady, President, Corn Products Company; Dr. Harold B. Maynard, President, H.B. Maynard and Co., Inc.; Mrs. Ramsey, and Mrs. Maynard"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300650001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/8	8	49.jp2	/umservice/image/49.jp2
President Stanford and others at Development Office dinner						Photographs	1967-09	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 16;  Folder Title: Development Office- Development Retreat- University Inn.   Folder Date: 1967	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300210001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/9	9	23.jp2	/umservice/image/23.jp2
"Eddie the Cop"	Greenfield, David		"Eddie the Cop" in the kitchen, wielding a gun and a frying pan	Written on verso: "Eddie the Cop, Hurricane August 22, 52"		Photographs	1952-08-22	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 3;  Folder Title: Campus Police.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300100001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/10	10	64.jp2	/umservice/image/64.jp2
President Jay Pearson and Pierre Dupont at Top Management Seminar				Written on verso: "Left to right: Dr. Jay F.W. Pearson and Mr. Pierre Dupont, Young Presidents' Organization"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300570001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/11	11	33.jp2	/umservice/image/33.jp2
Student at Registrar's window				Written on verso: "Students at School of Business Office & Registrar's Window 1964"		Photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 34;  Folder Title: Registrars Office.   Folder Date: 1938-39,1959,1961	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300360001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/12	12	41.jp2	/umservice/image/41.jp2
Ray Fisher, photographer				Written on verso: "Ray Fisher, Photographer", "Ray Fisher May 23, 52 Page 2 Hurricane"		Photographs	1952-05-23	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 30;  Folder Title: Photo Center.   Folder Date: n.d	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300270001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/13	13	97.jp2	/umservice/image/97.jp2
William T. Brady speaking at the Top Management Seminar				Written on verso: "Left to right: Dr. Harold B. Maynard, President, H.B. Maynard and Co., Inc.; Miss Betty Brady, Mr. H.C. Ramsey, Chairman of the Board, Worthington Corporation; and Mr. William T. Brady, President, Corn Products Company"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300630001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/14	14	89.jp2	/umservice/image/89.jp2
People looking at records in the bookstore				Written on front: "R3 pg 14 65%"		Photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 28;  Folder Title: Bookstore 1.   Folder Date: N.D.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300810001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/15	15	42.jp2	/umservice/image/42.jp2
Edmond Cycler, chef, preparing fried chicken				Written on verso: "Edmond Cycler, the Chef. Oct. 28, 1949"		Photographs	1949-10-28	1940-1950	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 34;  Folder Title: Cafeteria 1 Food Services.   Folder Date: N.D.	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420301010001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/16	16	26.jp2	/umservice/image/26.jp2
Thomas Papino, Dean, counseling a student in the academic services office				Written on verso: "Dean Thomas Papino counsels student in the office of Student Academic [sic] services"		Photographs			Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 35;  Folder Title: Student Academic Services.   Folder Date: n.d	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300370001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/17	17	82.jp2	/umservice/image/82.jp2
Group photograph of women at the Top Management Seminar				Written on verso: "Left to right: Mrs. Maynard, Mrs. Newman, Mrs. Noetzel, Dr. Gilbreth, Mrs. Clark, Mrs. Hannon, and Mrs. Ramsey"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300660001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/18	18	80.jp2	/umservice/image/80.jp2
Guests at the Top Management Seminar				Written on verso: "Left to right: Miss Betty Brady; Mr. H.C. Ramsey, Chairman of the Board, Worthington Corporation; Mrs. Maynard; Mr. William T. Brady, President, Corn Products Company; Mrs. Ramsey; and Dr. Harold B. Maynard, President H.B. Maynard and Co., Inc."		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300590001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/19	19	83.jp2	/umservice/image/83.jp2
People at the registers of the bookstore						Photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 28;  Folder Title: Bookstore 1.   Folder Date: N.D.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300830001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/20	20	75.jp2	/umservice/image/75.jp2
Computer Center				Written on verso: "Computer Center 1963"		Photographs	1963	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 7;  Folder Title: Computer Center.   Folder Date: 1963	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300780001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/21	21	27.jp2	/umservice/image/27.jp2
Working in the Computer Center				Written on verso: "Computer Center 1966"		Photographs	1966	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 10;  Folder Title: Computer Center.   Folder Date: 1966	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300150001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/22	22	36.jp2	/umservice/image/36.jp2
Daisy McNelley, computer operator, in the Ungar Computer Center	Schnier, Sanford			Written on verso: "--University of Miami Photo.  Mrs. Daisy McNelley, computer operator at the Ungar Computer Center, University of Miami, carrying a disk pack to mount it on a disk drive. The center utilizes a UNIVAC 1106 system.  10/11/72--University of Miami News Bureau Sanford Schnier 284-4073"		Photographs	1972-10-11	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 12;  Folder Title: Computer Center.   Folder Date: 1972	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300180001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/23	23	38.jp2	/umservice/image/38.jp2
Student reading in the cafeteria				Written on verso: "UM View Book Pages 20-21"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 2;  Folder Title: Cafeteria (n.d) 3.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300000001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/24	24	16.jp2	/umservice/image/16.jp2
Lark Harwood, student photographer				Written on verso: "Lark Harwood Hurricane Feb 29, 52 pg 1"		Photographs	1952-02-29	1950-1960	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2; Folder No. 30;  Folder Title: Photo Center.   Folder Date: n.d	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300290001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/25	25	102.jp2	/umservice/image/102.jp2
Students eating in the cafeteria				Written on verso: "University of Miami Cafeteria 9-21-35", "University of Miami Envelope"		Photographs	1935-09-21	1930-1940	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 2;  Folder Title: Cafeteria (n.d) 3.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300040001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/26	26	55.jp2	/umservice/image/55.jp2
IBM equipment in Computer Center				Written on verso: "Computer Center IBM Equipment"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 13;  Folder Title: Computer Center- n.d.   Folder Date: n.d	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300200001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/27	27	103.jp2	/umservice/image/103.jp2
Judy Marty, Raquel Rodriguez, and President Henry King Stanford				Judy Marty was the Director of the Office of Student Employment. Raquel Rodriguez was the University of Miami Presidential Scholar.		Photographs			Coral Gables (Florida)	1 b&w photograph; 17.9 x 12.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 37;  Folder Title: Student Employment. Folder Date: n.d	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300390001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/29	29	78.jp2	/umservice/image/78.jp2
Buying stamps at the University of Miami post office	Matthews, Roswell C.			Written on verso: "Dick McConaghy, Jack Tate, Mr. W.T. Whitcher (Supt. of UM post office)"		Photographs	1949-10-14	1940-1950	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.9 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 32;  Folder Title: Post Office.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300330001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/30	30	62.jp2	/umservice/image/62.jp2
Students in the cafeteria				Written on verso: "Cafeteria in present soda shop; student union"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 34;  Folder Title: Cafeteria (n.d.) 1: Food Services.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300530001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/31	31	43.jp2	/umservice/image/43.jp2
Swamp buggy on the University of Miami campus				Written on verso: "Swamp buggy in U-M oddest car feature"		Photographs	1953	1950-1960	Coral Gables (Florida)	1 b&w photograph; 12.5 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 40;  Folder Title: Transportation 1.	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300860001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/32	32	73.jp2	/umservice/image/73.jp2
Photographer with camera	Fisher, Ray					Photographs			Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 30;  Folder Title: Photo Center.	AL		© Ray Fisher. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300840001001	Image	image/tiff													2009-06-03	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/33	33	21.jp2	/umservice/image/21.jp2
Students shopping in the bookstore				Written on verso: "Bookstore 1967"		Photographs	1967	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 21;  Folder Title: Bookstore: Bookfair.   Folder Date: 1967	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300760001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/34	34	45.jp2	/umservice/image/45.jp2
Group photograph of Guidance Center staff				Written on verso: "Guidance Center 1968"		Photographs	1968	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 22;  Folder Title: Guidance Center. Folder Date: 1966-1969	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300240001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/36	36	14.jp2	/umservice/image/14.jp2
McNeil, Library Director				Written on verso: "McNeil Library Director 1952-70"		Portrait photographs	1963	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 4;  Folder Title: Administration.   Folder Date: 1963	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300450001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/37	37	66.jp2	/umservice/image/66.jp2
Women at the Top Management Seminar				Written on verso: "Left to right: upper row: Mrs. Hannon, Mrs. Maynard, Mrs. Newman. Lower row: Dr. Gilbreth, Mrs. Clark, Mrs. Ramsey"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300640001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/38	38	59.jp2	/umservice/image/59.jp2
Students shopping in the bookstore						Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 28;  Folder Title: Bookstore 1.   Folder Date: N.D.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300850001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/39	39	57.jp2	/umservice/image/57.jp2
Students at vending machines				Written on verso: "Interior, Anastasia Bldg., North Campus"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 2;  Folder Title: Cafeteria (n.d) 3.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300030001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/40	40	99.jp2	/umservice/image/99.jp2
Registrar's Office				Written on verso: "Registrar, North Campus 1938-39? In Background: l= V.S. Hiss, r Jay F.W. Pearson"		Photographs	1938-39	1930-1940	Coral Gables (Florida)	1 b&w photograph; 25.5 x 19.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 34;  Folder Title: Registrars Office.   Folder Date: 1938-39,1959,1961	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300350001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/41	41	18.jp2	/umservice/image/18.jp2
