Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Ms. Alexander, Professor of Humanities						Portrait photographs	1965	1960-1970	Coral Gables (Florida)		eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 23; Folder Title: Faculty: Individual Photos (A). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253690001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/483	483	511.jp2	/umpeople/image/511.jp2
Joseph H. Young, Chairman of the Department of Business Education				On verso: "Professor of Business Education Joseph H. Young; Joseph H. Young, Chairman - Business Education Dept."		Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.7	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 29; Folder Title: Chairmen: Individual Photos. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250830001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/484	484	411.jp2	/umpeople/image/411.jp2
Darrell J. Inabnit, Dean of Admissions and Records			On verso: "Dean Inabnit"			Portrait photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 19; Folder Title: Dean: Inabnit, Dr. Darrell J. - Admissions and Records.   Folder Date: 1962			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250620001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/485	485	189.jp2	/umpeople/image/189.jp2
Lucas, Dean of the School of Engineering						Portrait photographs	1968	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 24; Folder Title: Dean: Lucas - Engineering. Folder Date: 1968			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250660001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/486	486	484.jp2	/umpeople/image/484.jp2
Joseph Ballentine, Professor of Government	Greenfield, David			On verso: "Dr. Joseph Ballentine; Visiting Professor in Government; 1950's-60's; Classroom Scene"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253770001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/487	487	462.jp2	/umpeople/image/462.jp2
Henry King Stanford, President of the University of Miami and Maurice Ferre, Mayor of Miami			Photograph also shows Reuben Askew and others at the bicentennial friendship flight to Caracus and Bogota event.	On verso: "Bicentenial Friendship Flight to Caracus and Bogota 1975", "Maurice Ferre, Mayor, City of Miami. Pres. Henry King Stanford, -, -, -, Reuben Askew."		Photographs	1975	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 14; Folder No. 14; Folder Title: President: (1975) Stanford, Henry King. Folder Date: 1975			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253230001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/488	488	117.jp2	/umpeople/image/117.jp2
Miller Alfred Franklin Ritchie, Director, Department of Human Relations	Greenfield, David			On verso: "Miller A.F. Ritchie Director (1952) Tempo April, 1952 Human Relation Feature"		Photographs	1952-04	1950-1960	Coral Gables (Florida)	1 B&W photograph; 25.3 x 20.5 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 26; Folder Title: Directors: Individual Photos.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251040001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/489	489	402.jp2	/umpeople/image/402.jp2
John H. Esterline, Associate Professor of Government				On verso: "9-10-51; Dr. John H. Esterline; Govt - Asso Prof - on 2-yr. leave to state dept."		Portrait photographs	1951-09-10	1950-1960	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.9 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 27; Folder Title: Faculty: Individual Photos (E).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253070001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/490	490	508.jp2	/umpeople/image/508.jp2
Jack M. Kelsey, Director of  Intramural Sports						Portrait photographs	1957	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 14; Folder Title: Director: Kelsey, J.M- Intramural.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250520001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/491	491	152.jp2	/umpeople/image/152.jp2
Simon Hochberger, Chairman of the Department of Journalism				On verso: "Prof. Simon Hochberger; Chairman - Journalism Dept."		Portrait photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 24.9 x 20.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 24; Folder Title: Chairman: Hochberger, S. Journalism Dept. Folder Date: 1951			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250130001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/492	492	517.jp2	/umpeople/image/517.jp2
Robert Whitehouse, Professor of Modern Languages, with students				On verso: "Whitehouse, Robert & Students Modern Languages"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 8; Folder No. 1; Folder Title: Faculty: Individual Photos (W). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254990001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/493	493	145.jp2	/umpeople/image/145.jp2
Maxwell Dauer, Professor of Radiology				On verso: "Dauer, Maxwell; Radiology 1960's"		Portrait photographs	1963	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 26; Folder Title: Faculty: Individual Photos (D).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253020001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/494	494	52.jp2	/umpeople/image/52.jp2
Ralph Boggs, Chairman of the Hispanic American Institute				On verso: "Dr. Ralph Boggs; Chairman - Hispanic American Institute"		Portrait photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. ENG; Folder No. 20; Folder Title: Chairman: Dr. Ralph Boggs - Hispanic American Institute.   Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250100001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/495	495	242.jp2	/umpeople/image/242.jp2
James J. Carney, Chairman of the Finance Department				On verso: "Dr. James J. Carney; Chairman - Finance Dept."		Portrait photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.8 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 21; Folder Title: Chairman: Carney, James J. Folder Date: 1962			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250110001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/496	496	140.jp2	/umpeople/image/140.jp2
Gildas Metour, Professor of Sociology				Former student and member of Sociology faculty		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251430001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/497	497	70.jp2	/umpeople/image/70.jp2
Theodore Weyher, Dean of the School of Engineering						Portrait photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 22; Folder Title: Dean: Weyher, Theodore- Engineering.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250460001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/498	498	101.jp2	/umpeople/image/101.jp2
Charles Roach, Professor of Marine Design teaching in class				On verso: "Instructor: Charles D. Roach. Class: Marine Design"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 10; Folder Title: Faculty: Individual Photos (R). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254700001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/499	499	386.jp2	/umpeople/image/386.jp2
Allan Collins, Professor of Music		Coral Gables News Bureau		On verso: "Allan Collins; Member, Music Faculty"		Photographs			Coral Gables (Florida)	1 b&w photograph; 16.7 x 21.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 25; Folder Title: Faculty: Individual Photos (C). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253970001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/500	500	400.jp2	/umpeople/image/400.jp2
Albert E. Harum, Chairman	Pilkington			written on verso: "Albert E. Harum; Please return foto to Univ. of Miami Pub. Dept."		Portrait photographs			Coral Gables (Florida)	1 B&W photograph; 12.5 x 18.5 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 29; Folder Title: Chairmen: Individual Photos. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252550001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/502	502	138.jp2	/umpeople/image/138.jp2
Lee Butterfield, Assistant Professor of Foreign Languages, French				On verso: "Lee Butterfield; Ass't Prof. French"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252490001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/503	503	238.jp2	/umpeople/image/238.jp2
Leo Portnoff, Professer of Music, Violin				On verso: "Leo Portnoff Music Faculty - Violin"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 9; Folder Title: Faculty: Individual Photos (P-Q).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251840001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/504	504	8.jp2	/umpeople/image/8.jp2
Harry Mallios, Professor of Education				On verso: "Prof. Education Dr. Harry Mallios"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251510001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/505	505	282.jp2	/umpeople/image/282.jp2
Robert Williams, Professor of Marine Science				On verso: "Williams, Robert Marine Lab"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 10; Folder No. 8; Folder Title: Faculty: Williams, Robert.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252230001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/506	506	208.jp2	/umpeople/image/208.jp2
