Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Arthur Pryor, Professor of Music		Farrand Studio		On verso: "Arthur Pryor Faculty - Music"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 11.8 x 18.0 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 9; Folder Title: Faculty: Individual Photos (P-Q). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254750001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/117	117	194.jp2	/umpeople/image/194.jp2
William Dismukes, Professor of Romance Languages				On verso: "Dismukes, William; Prof. Romance Languages; 1950s"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.9 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 26; Folder Title: Faculty: Individual Photos (D).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253010001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/118	118	364.jp2	/umpeople/image/364.jp2
Two faculty members with model of window						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 3; Folder Title: Faculty: Group Photos.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251280001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/119	119	497.jp2	/umpeople/image/497.jp2
Foster E. Alter, Dean of Men				On verso: "Foster E. Alter, Dean of Men, U. of Miami"		Photographs			Coral Gables (Florida)	1 B&W photograph; 20.7 x 25.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 32; Folder Title: Dean: Alter, Foster E.: Dean of Men. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252580001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/120	120	311.jp2	/umpeople/image/311.jp2
Frederick Ashe, Professor of Music Theory	Gill, Henry			On verso: "Faculty (1963) Ashe, Frederick; Prof Music Theory 1950's - 1960's"		Portrait photographs	1963	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 23; Folder Title: Faculty: Individual Photos (A). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253700001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/121	121	379.jp2	/umpeople/image/379.jp2
F. Thomas Sheeder, Director of Career Planning and Placement				On verso: "F. Thomas Sheeder Director of Placement Services and Career Planning (Effective Sept. 1, 1966) University of Miami Coral Gables, Florida"		Portrait photographs		1960-1970	Coral Gables (Florida)	1 B&W photograph; 20.8 x 12.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 26; Folder Title: Directors: Individual Photos.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250940001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/122	122	457.jp2	/umpeople/image/457.jp2
Guy Snavely, Association of American Colleges, Bowman Foster Ashe, President of the University of Miami, and Henry O. Shaw, University of Miami donor				On verso: "Miami Hurricane Dec. 14, 1951"		Photographs	1951-12-14	1950-1960	Coral Gables (Florida)	1 b&w photograph; 17.5 x 14.5 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 18; Folder Title: President: (1951) Ashe, Bowman Foster. Folder Date: 1951			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253320001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/123	123	157.jp2	/umpeople/image/157.jp2
Ruth Clouse, Chairman of the Department of Home Economics				On verso: "Dr. Ruth Clouse (1951) Chairman - Home Economics dept."		Portrait photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 29; Folder Title: Chairmen: Individual Photos. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250810001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/124	124	290.jp2	/umpeople/image/290.jp2
University of Miami President's medal, reverse side				The reverse side of the President's medal reads: "The University of Miami 1925. Presidents - Bowman Foster Ashe 1926-1952, Jay Frederick Wesley Pearson 1953-1962. Henry King Stanford 1962".		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 15; Folder No. 3; Folder Title: Presidential Medal.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253120001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/125	125	458.jp2	/umpeople/image/458.jp2
Charles E. Lane, Professor of Marine Science in the Marine Laboratory	Fleming, Fred B.			On verso: "Dr. Charles E. Lane marine Lab. U. of. M."		Photographs			Coral Gables (Florida)	1 B&W photograph; 18.4 x 12.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 6; Folder Title: Faculty: Individual Photos (L).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251270001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/127	127	450.jp2	/umpeople/image/450.jp2
William Stevens, Professor of Marketing				On verso: "William Stevens Prof. Marketing 1960's"		Portrait photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 12.8 x 18.25 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 11; Folder Title: Faculty: Individual Photos (S). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254900001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/128	128	362.jp2	/umpeople/image/362.jp2
Henry Sikir, Dean of Men						Portrait photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 3; Folder No. 9; Folder Title: Dean: Sikir, Henry. Folder Date: 1962			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250350001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/130	130	283.jp2	/umpeople/image/283.jp2
Cloyd Head, Associate Director of Plays and Professor of Modern Theatre				On verso: "Cloyd Head - Please Return to the Publicity Department of the University of Miami". Cloyd Head was associate director of plays and instructor of the modern theatre in the adult education division.		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 26; Folder Title: Directors: Individual Photos.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251060001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/131	131	429.jp2	/umpeople/image/429.jp2
John S. McAnally, Instructor in the Department of Biochemistry, University of Miami School of Medicine						Portrait photographs	1959-11	1950-1960	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.9 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251570001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/132	132	22.jp2	/umpeople/image/22.jp2
Daniel E. Murray, Professor of Law				On verso: "Daniel E. Murray Law 1960's"		Photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 5.8 x 5.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254520001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/133	133	234.jp2	/umpeople/image/234.jp2
University of Miami President's medal			The President's medal reads: "Magna Est Veritas".			Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 15; Folder No. 3; Folder Title: Presidential Medal.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253110001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/134	134	115.jp2	/umpeople/image/115.jp2
H. Franklin Williams, Vice President and Dean of Faculties	Fisher, Ray			On verso: "Dr. H.F. Williams, VP & Dean of Faculty"		Portrait photographs	1952	1950-1960	Coral Gables (Florida)	1 b&w photograph; 16.9 x 15.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 10; Folder Title: Advisor: Williams, H. Franklin: Academic Affairs. Folder Date: 1946-1953		© Ray Fisher. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250050001001	Image	image/tiff													2009-07-01	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/135	135	222.jp2	/umpeople/image/222.jp2
Henry King Stanford, President of the University of Miami and Board of Trustee members at the Dooly Memorial Classroom Building dedication				On verso: "Board Members: Edward Fogg, Charles Gautier, Henry King Stanford, Max Orovitz, Baron de Hirsch Meyer, Leonard Abess, Robert Greene, Robert Morgan, George Whitten. Dedication Dooly Memorial Classroom Bldg. 11/17/70"		Photographs	1970-11-17	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 14; Folder No. 9; Folder Title: President: (1970) Stanford, Henry King 1. Folder Date: 1970			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252990001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/136	136	477.jp2	/umpeople/image/477.jp2
Henry King Stanford, President of the University of Miami, and others			President Stanford with a group of individuals putting their hands together in a "go team" fashion.			Photographs		1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 14; Folder No. 24; Folder Title: President: (n.d.) Stanford, Henry King 1. Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253260001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/137	137	78.jp2	/umpeople/image/78.jp2
John Rogers, Professor of Education				On verso: "Rogers, John Education"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 12.6 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 10; Folder Title: Faculty: Individual Photos (R). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254720001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/138	138	297.jp2	/umpeople/image/297.jp2
Edith Christine Luik, faculty member						Portrait photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.2 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 8; Folder No. 17; Folder Title: Faculty: Luik, Edith Christine. Folder Date: 1962			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251750001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/139	139	62.jp2	/umpeople/image/62.jp2
William S. Gray, Professor of Education at the University of Chicago with Lester R. Wheeler, Professor and Director of the Reading Clinic at the University of Miami				On verso: "discussing program for 6th annual conference reading & lang arts"; "Dr. Williom S. Gray, University of Chicago & Dr. Lester R. Wheeler, Director, UM reading clinic"		Photographs	1952-01-18	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 10; Folder No. 5; Folder Title: Faculty: Wheeler, Lester.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252210001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/140	140	377.jp2	/umpeople/image/377.jp2
Taylor Alexander, Chairman of the Department of Botany				On verso: "Dr. Taylor Alexander; Chairman - Botany dept."		Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.7 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 23; Folder Title: Faculty: Individual Photos (A).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251930001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/141	141	403.jp2	/umpeople/image/403.jp2
Bill Nagle (left), President of Kappa Pi and Jerome Sanders (right), holding a portrait of Bowman F. Ashe, President of the University of Miami	Fisher, Ray			Kappa Pi is the University of Miami National Art Fraternity. Its president at the moment, Bill Nagle, was one of the students who discovered the painting ability of Jerome Sanders. Sanders was a graduate of George Washington Carver high school who painted the oil portrait of late President Bowman F. Ashe in his spare time from janitorial duties at the University's Merrick building. When UM President Jay F.W. Pearson accepted the portrait from Sanders, he expressed that the artist had caught a remarkable likeness of Dr. Ashe, even though he had never seen the late UM President and his only model was a newspaper picture of Dr. Ashe.		Photographs	1972	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 23; Folder Title: President: (1972) Ashe, Bowman Foster - Painting. Folder Date: 1972		© Ray Fisher. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253460001001	Image	image/tiff													2009-07-01	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/142	142	104.jp2	/umpeople/image/104.jp2
Allan McNab, Director of the Lowe Art Gallery	Fisher, Ray			On verso: "Allan McNab, Director, Lowe Gallery"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 16; Folder Title: Director: Mcnab, Allan.		© Ray Fisher. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250540001001	Image	image/tiff													2009-07-01	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/144	144	489.jp2	/umpeople/image/489.jp2
Arnold Volpe, Professor of Music	Toppo, Renato			On verso: "Arnold Volpe, no date"		Portrait photographs		1930-1940	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 9; Folder No. 40; Folder Title: Faculty: Volpe, Arnold - Music. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252040001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/145	145	73.jp2	/umpeople/image/73.jp2
Jay F. W. Pearson, President of the University of Miami, with an IBM 650 data processing machine						Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 12; Folder No. 6; Folder Title: Pearson, Jay W.- President. Folder Date: 1959			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253410001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/146	146	513.jp2	/umpeople/image/513.jp2
Victor W. Bennett, Chairman of the Department of Marketing				On verso: "Prof. Victor W. Bennett; Chairman - Marketing dept."		Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.7 x 20.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252700001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/147	147	172.jp2	/umpeople/image/172.jp2
Puppets of boy and girl			Sue Hastings			Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4x20.8cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 15; Folder Title: Faculty: Hastings, Sue- Drama.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251540001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/148	148	262.jp2	/umpeople/image/262.jp2
Bowman Foster Ashe, President of the University of Miami, with Margaret Truman						Photographs		1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.4 x 21 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 27; Folder Title: President: (n.d.) Ashe, Bowman Foster 4. Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253560001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/149	149	21.jp2	/umpeople/image/21.jp2
George Merrick, Founder of the University of Miami				On verso: "[transferred from the Frederic Zeiger Collection, 2006]"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 10; Folder No. 15; Folder Title: Founder: Merrick, George.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420255100001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/150	150	300.jp2	/umpeople/image/300.jp2
Robert Johns, Executive  Vice President of the University of Miami				On verso: "V.P. (1961) Robert, John"		Portrait photographs	1961	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 16; Folder No. 7; Folder Title: Vice President Robert, John. Folder Date: 1961			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253190001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/151	151	45.jp2	/umpeople/image/45.jp2
Robert T. Spicerm, Dean of the School of Medicine	Schulke, Flip			On verso: "Phi Chi Quarterly"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph, 20.7 x 14 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 3; Folder No. 12; Folder Title: Dean: Spicer, Robert T.- Medical School.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250380001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/152	152	48.jp2	/umpeople/image/48.jp2
Robert Johns, Executive Vice President of the University of Miami				1961		Portrait photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 8; Folder No. 5; Folder Title: Faculty: Johns, Dr. Robert. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251690001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/153	153	14.jp2	/umpeople/image/14.jp2
Lou Becker, Professor of Journalism				On verso: "Lou Becker; Journalism Instructor; Jan. 12 1951 Hurricane"		Portrait photographs	1951-01	1950-1960	Coral Gables (Florida)	1 b&w photograph; 13.0 x 17.8 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253800001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/154	154	293.jp2	/umpeople/image/293.jp2
George Pickar, Professor of Law				On verso: "Pickar, George Prof. Law 1960's"		Portrait photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 6.0 x 6.0 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 9; Folder Title: Faculty: Individual Photos (P-Q). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254670001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/155	155	472.jp2	/umpeople/image/472.jp2
Homer F. Marsh, Dean of the University of Miami School of Medicine				On verso: "Homer Marsh Dean of Med School Nov '52"		Portrait photographs	1952-11	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 25; Folder Title: Dean: Marsh, Homer - Medical School. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250670001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/157	157	376.jp2	/umpeople/image/376.jp2
Martha Dunn, faculty member				On verso: "Martha Dunn - Faculty"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.7 x 12.6 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 26; Folder Title: Faculty: Individual Photos (D).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252790001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/158	158	251.jp2	/umpeople/image/251.jp2
Archie McNeal, Director of Libraries and Jay F. W. Pearson, President of the University of Miami				On verso: "Dr. McNeal, Dr. Pearson"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 17; Folder Title: Director: McNeal, Archie L.- Libraries 2nd.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250550001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/160	160	470.jp2	/umpeople/image/470.jp2
A. Otto Birn, faculty member				On verso: "A. Otto Birn, Faculty"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 18.2 x 12.7 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252470001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/161	161	179.jp2	/umpeople/image/179.jp2
C.E. Anderson, Professor of Mechanical Engineering	S.T.M.					Portrait photographs	1965	1960-1970	Coral Gables (Florida)		eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 23; Folder Title: Faculty: Individual Photos (A). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253720001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/162	162	66.jp2	/umpeople/image/66.jp2
Various Deans at the University of Miami						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.8 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 3; Folder No. 23; Folder Title: Deans: Deans Council.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250470001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/163	163	356.jp2	/umpeople/image/356.jp2
