Title	Subject	Description	Creator	Genre	Publisher	Date	Repository	Collection Title	Collection No.	Container	Copyright	Digital ID	Object ID	Type	Format	File Size	Width	Height	Checksum	Color space	Hardware	Software	BitDepth	Resolution	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010092001	asm5000000001	Image	image/tiff	21179.145 KB	5196	6620	0xFFF883AB	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/306	306	719.jp2	/asm5000/image/719.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010093001	asm5000000001	Image	image/tiff	37406.972 KB	5634	6881	0x52C9AFFB	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/307	307	720.jp2	/asm5000/image/720.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010094001	asm5000000001	Image	image/tiff	47323.758 KB	6328	7168	0x8BD17FF	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/308	308	721.jp2	/asm5000/image/721.jp2
Scrapbook. May 1927 - July 1929.	Coral Gables Garden Club (Coral Gables, Florida)		Coral Gables Garden Club	Clippings; Scrapbooks					ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm5000000001													2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/309	309	722.cpd	/asm5000/image/722.cpd
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020001001	asm5000000002	Image	image/tiff	27643.879 KB	6568	7721	0xECEC3E0C	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/310	310	723.jp2	/asm5000/image/723.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020002001	asm5000000002	Image	image/tiff	22762.964 KB	6461	7602	0xEC060709	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/311	311	724.jp2	/asm5000/image/724.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020003001	asm5000000002	Image	image/tiff	27134.657 KB	6210	7267	0x475F5C25	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/312	312	725.jp2	/asm5000/image/725.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020003011	asm5000000002	Image	image/tiff	37458.914 KB	6598	7646	0xB55465E4	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/313	313	726.jp2	/asm5000/image/726.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020003021	asm5000000002	Image	image/tiff	39557.02 KB	6989	7766	0x5AAF9FCB	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/314	314	727.jp2	/asm5000/image/727.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020004001	asm5000000002	Image	image/tiff	24744.367 KB	6198	7291	0x611E5548	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/315	315	728.jp2	/asm5000/image/728.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020005001	asm5000000002	Image	image/tiff	21969.571 KB	6246	7363	0x6A49BCBA	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/316	316	729.jp2	/asm5000/image/729.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020006001	asm5000000002	Image	image/tiff	34074.012 KB	6258	7399	0x4A38506A	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/317	317	730.jp2	/asm5000/image/730.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020007001	asm5000000002	Image	image/tiff	31160.456 KB	6306	7387	0xFA2DA52F	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/318	318	731.jp2	/asm5000/image/731.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020008001	asm5000000002	Image	image/tiff	27954.524 KB	6210	7315	0xA8CFE2BF	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/319	319	732.jp2	/asm5000/image/732.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020009001	asm5000000002	Image	image/tiff	32769.827 KB	6234	7399	0xA2DC805	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/320	320	733.jp2	/asm5000/image/733.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020010001	asm5000000002	Image	image/tiff	29926.966 KB	6270	7339	0x7DC748	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/321	321	734.jp2	/asm5000/image/734.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020011001	asm5000000002	Image	image/tiff	37362.802 KB	6246	7410	0xEE1755DA	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/322	322	735.jp2	/asm5000/image/735.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020012001	asm5000000002	Image	image/tiff	33600.804 KB	6245	7327	0x808D8031	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/323	323	736.jp2	/asm5000/image/736.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020013001	asm5000000002	Image	image/tiff	37362.802 KB	6354	7434	0xD01F4AF8	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/324	324	737.jp2	/asm5000/image/737.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020014001	asm5000000002	Image	image/tiff	27115.257 KB	6246	7375	0xDE714D54	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/325	325	738.jp2	/asm5000/image/738.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020015001	asm5000000002	Image	image/tiff	36235.798 KB	6233	7326	0x5471ABFA	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/326	326	739.jp2	/asm5000/image/739.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020016001	asm5000000002	Image	image/tiff	29688.306 KB	6198	7315	0x14DBEB4	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/327	327	740.jp2	/asm5000/image/740.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020017001	asm5000000002	Image	image/tiff	29540.211 KB	6246	7399	0xE5799F18	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/328	328	741.jp2	/asm5000/image/741.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020018001	asm5000000002	Image	image/tiff	26393.712 KB	6270	7387	0xA6696C58	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/329	329	742.jp2	/asm5000/image/742.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020019001	asm5000000002	Image	image/tiff	35021.913 KB	6222	7363	0xC9BC79E0	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/330	330	743.jp2	/asm5000/image/743.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020020001	asm5000000002	Image	image/tiff	27886.341 KB	6221	7302	0x8BE7E579	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/331	331	744.jp2	/asm5000/image/744.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020021001	asm5000000002	Image	image/tiff	24626.426 KB	6317	7303	0xE1E57FBF	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/332	332	745.jp2	/asm5000/image/745.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020022001	asm5000000002	Image	image/tiff	34931.305 KB	6282	7351	0x7B2622A6	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/333	333	746.jp2	/asm5000/image/746.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020023001	asm5000000002	Image	image/tiff	24256.497 KB	6221	7327	0x5124FC21	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/334	334	747.jp2	/asm5000/image/747.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020024001	asm5000000002	Image	image/tiff	29894.038 KB	6234	7279	0x1A697442	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/335	335	748.jp2	/asm5000/image/748.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020025001	asm5000000002	Image	image/tiff	32126.494 KB	6222	7339	0xB6674CB5	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/336	336	749.jp2	/asm5000/image/749.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020026001	asm5000000002	Image	image/tiff	29257.995 KB	6136	7307	0x1815F331	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/337	337	750.jp2	/asm5000/image/750.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020027001	asm5000000002	Image	image/tiff	29415.349 KB	6270	7399	0x77BF0ABB	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/338	338	751.jp2	/asm5000/image/751.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020028001	asm5000000002	Image	image/tiff	33510.974 KB	6240	7451	0xB73092AA	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/339	339	752.jp2	/asm5000/image/752.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020029001	asm5000000002	Image	image/tiff	23092.008 KB	6176	7379	0x6AB90A93	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/340	340	753.jp2	/asm5000/image/753.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020030001	asm5000000002	Image	image/tiff	33566.084 KB	6168	7379	0xCF6D28BA	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/341	341	754.jp2	/asm5000/image/754.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020031001	asm5000000002	Image	image/tiff	33109.798 KB	6184	7355	0x3EB4EF3F	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/342	342	755.jp2	/asm5000/image/755.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020032001	asm5000000002	Image	image/tiff	27240.1 KB	6216	7347	0x94AF729	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/343	343	756.jp2	/asm5000/image/756.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020033001	asm5000000002	Image	image/tiff	31033.568 KB	6192	7315	0x26E70E5A	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/344	344	757.jp2	/asm5000/image/757.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020034001	asm5000000002	Image	image/tiff	22563.65 KB	6176	7275	0x8E44B481	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/345	345	758.jp2	/asm5000/image/758.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020035001	asm5000000002	Image	image/tiff	30847.733 KB	6208	7331	0x762397EE	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/346	346	759.jp2	/asm5000/image/759.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020036001	asm5000000002	Image	image/tiff	28101.726 KB	6330	7363	0x751865ED	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/347	347	760.jp2	/asm5000/image/760.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020037001	asm5000000002	Image	image/tiff	36009.76 KB	6282	7363	0xB428BF91	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/348	348	761.jp2	/asm5000/image/761.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020038001	asm5000000002	Image	image/tiff	25892.504 KB	6168	7275	0x69DCCB0E	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/349	349	762.jp2	/asm5000/image/762.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020039001	asm5000000002	Image	image/tiff	26935.842 KB	6269	7363	0x49A8BC96	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/350	350	763.jp2	/asm5000/image/763.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020040001	asm5000000002	Image	image/tiff	22228.664 KB	6282	7423	0x1F59AE00	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/351	351	764.jp2	/asm5000/image/764.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020041001	asm5000000002	Image	image/tiff	34528.7 KB	6568	7721	0x766D02E4	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/352	352	765.jp2	/asm5000/image/765.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020042001	asm5000000002	Image	image/tiff	34742.354 KB	6568	7721	0x19CCB387	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/353	353	766.jp2	/asm5000/image/766.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020043001	asm5000000002	Image	image/tiff	29530.45 KB	6330	7386	0x976AC0C0	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/354	354	767.jp2	/asm5000/image/767.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020044001	asm5000000002	Image	image/tiff	34515.284 KB	6216	7387	0x24A9A9C2	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/355	355	768.jp2	/asm5000/image/768.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020045001	asm5000000002	Image	image/tiff	30511.016 KB	6224	7411	0xAFF7EDEE	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/356	356	769.jp2	/asm5000/image/769.jp2
Coral Gables Scrap Book, 1935 - 1936				Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000020046001	asm5000000002	Image	image/tiff	31641.365 KB	6216	7347	0x10EBD0C5	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/357	357	770.jp2	/asm5000/image/770.jp2
