Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Commencement Ceremony, 1963						Photographs	1962	1960-1970	Coral Gables ( Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 1; Folder Title: Commencement, 1963.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105230001001	Image	image/tiff	1753.751 KB	3404	2294	0x85977993	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/488	488	423.jp2	/umevents/image/423.jp2
Commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables ( Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106910001001	Image	image/tiff	5892.084 KB	2263	3411	0xC4DCF259	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/489	489	581.jp2	/umevents/image/581.jp2
Students at the 1964 Commencement Ceremony						Photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105410001001	Image	image/tiff	1393.443 KB	3629	2327	0xA7AC83F5	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/490	490	441.jp2	/umevents/image/441.jp2
Graduating student at commencement ceremony, 1967						Photographs	1967-01-27	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 20.5 x 25.2 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106020001001	Image	image/tiff	13385.296 KB	6166	5079	0x54DD18BE	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/491	491	502.jp2	/umevents/image/502.jp2
Commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107060001001	Image	image/tiff	4475.297 KB	3497	2274	0xA872303	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/492	492	596.jp2	/umevents/image/596.jp2
Faculty and President Stanford at commencement ceremony						Negatives	1970	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106620001001	Image	image/tiff	5373.685 KB	3411	2244	0x3253B24B	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/493	493	562.jp2	/umevents/image/562.jp2
Commencement Ceremony, 1968						Photographs	1968	1960-1970	Coral Gables ( Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 6; Folder Title: Commencement, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106230001001	Image	image/tiff	1540.916 KB	3425	2330	0xC1B25611	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/494	494	523.jp2	/umevents/image/523.jp2
Commencement ceremony, 1962						Negatives	1962	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 1; Folder Title: Commencement, 1963.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105290001001	Image	image/tiff	2651.89 KB	3386	2306	0x40F19A38	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/495	495	429.jp2	/umevents/image/429.jp2
President Stanford giving an award to Mr. Knight at Trustee's Luncheon			President Stanford seen standing to the right			Negatives	1969	1960-1970	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 7; Folder Title: Commencement, 1969.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106370001001	Image	image/tiff	3307.807 KB	3405	2280	0xDE3A5885	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/496	496	537.jp2	/umevents/image/537.jp2
Commencement ceremony, 1965						Negatives	1965	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 3; Folder Title: Commencement, 1965.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105730001001	Image	image/tiff	1289.106 KB	3408	2324	0x67C0A47D	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/497	497	473.jp2	/umevents/image/473.jp2
Commencement ceremony, 1962						Negatives	1962	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 3; Folder No. 15; Folder Title: Commencement, 1962: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105160001001	Image	image/tiff	1912.92 KB	3521	2346	0x44900FAA	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/498	498	416.jp2	/umevents/image/416.jp2
Commencement ceremony, 1964						Negatives	1964	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105620001001	Image	image/tiff	3085.67 KB	3435	2276	0x880F3499	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/499	499	462.jp2	/umevents/image/462.jp2
Commencement Ceremony, 1970						Photographs	1970	1970-1980	Coral Gables ( Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106890001001	Image	image/tiff	5795.049 KB	3446	2307	0xDDC92F05	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/500	500	579.jp2	/umevents/image/579.jp2
Man and woman with diplomas at Commencement Ceremony						Photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 3; Folder No. 14; Folder Title: Commencement, 1962.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cme		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105070001001	Image	image/tiff	8282.926 KB	5000	6147	0x952E3173	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/501	501	407.jp2	/umevents/image/407.jp2
Students and faculty at the 1971 Commencement Ceremony						Photographs	1971-06	1970-1980	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 3; Folder Title: Commencement, 1971.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107150001001	Image	image/tiff	3112.357 KB	3428	2318	0xA0794C4B	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/502	502	605.jp2	/umevents/image/605.jp2
Two students at Commencement Ceremony, 1964						Photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cme		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105390001001	Image	image/tiff	7054.786 KB	5305	5289	0xA953BDE8	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/503	503	439.jp2	/umevents/image/439.jp2
Speaker and orchestra at commencement ceremony						Negatives	1970	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106630001001	Image	image/tiff	8615.118 KB	5314	5310	0x10AFBB78	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/504	504	563.jp2	/umevents/image/563.jp2
Commencement ceremony, 1964						Negatives	1964	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105520001001	Image	image/tiff	3586.075 KB	2291	3238	0x52F3D669	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/505	505	452.jp2	/umevents/image/452.jp2
Commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables ( Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106900001001	Image	image/tiff	4878.64 KB	2185	3398	0xAB2DE43	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/506	506	580.jp2	/umevents/image/580.jp2
Speaker at commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107000001001	Image	image/tiff	3882.931 KB	2229	3396	0x6E959008	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/507	507	590.jp2	/umevents/image/590.jp2
Faculty members at commencement ceremony, 1962						Negatives	1962	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 3; Folder No. 15; Folder Title: Commencement, 1962: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105140001001	Image	image/tiff	5387.858 KB	3512	2312	0xBAF84E65	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/508	508	414.jp2	/umevents/image/414.jp2
President Stanford at commencement ceremony, 1967						Photographs	1967	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105930001001	Image	image/tiff	10140.162 KB	6173	5073	0x23282576	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/509	509	493.jp2	/umevents/image/493.jp2
Musicians at commencement ceremony, 1969						Negatives	1969	1960-1970	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 7; Folder Title: Commencement, 1969.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106300001001	Image	image/tiff	2872.496 KB	3477	2330	0x2B3A2421	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/510	510	530.jp2	/umevents/image/530.jp2
Stage at Commencement Ceremony, 1970						Photographs	1970	1970-1980	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107070001001	Image	image/tiff	4928.192 KB	3497	2275	0xDF99B1DC	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/511	511	597.jp2	/umevents/image/597.jp2
Graduating student at commencement ceremony, 1967						Photographs	1967	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 20.7 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106120001001	Image	image/tiff	12102.271 KB	5102	6188	0xACBA8C81	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/512	512	512.jp2	/umevents/image/512.jp2
Commencement Ceremony, 1965						Photographs	1965	1960-1970	Coral Gables ( Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 3; Folder Title: Commencement, 1965.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105690001001	Image	image/tiff	17434.02 KB	5276	5217	0xD3B26F94	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/513	513	469.jp2	/umevents/image/469.jp2
Man speaking at commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107030001001	Image	image/tiff	4306.021 KB	2266	3406	0x31FE6B82	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/514	514	593.jp2	/umevents/image/593.jp2
Faculty and orchestra onstage at commencement ceremony						Negatives	1970	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106610001001	Image	image/tiff	10730.496 KB	5312	5306	0x6860A6C1	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/515	515	561.jp2	/umevents/image/561.jp2
Graduating students talking at Commencement Ceremony						Photographs	1967	1960-1970	Coral Gables ( Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cme		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105860001001	Image	image/tiff	2454.911 KB	3444	2301	0x4643FF79	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/516	516	486.jp2	/umevents/image/486.jp2
Orchestra at commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106580001001	Image	image/tiff	10756.973 KB	5342	5370	0x501FEB59	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/517	517	558.jp2	/umevents/image/558.jp2
Students walking out after Commencement Ceremony						Photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105510001001	Image	image/tiff	3066.68 KB	3497	2298	0x850CC2DF	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/518	518	451.jp2	/umevents/image/451.jp2
Graduating students at commencement ceremony, 1967						Photographs	1967	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 25.3 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106040001001	Image	image/tiff	11986.708 KB	6205	5111	0xD56D7BCE	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/519	519	504.jp2	/umevents/image/504.jp2
Commencement ceremony, 1967						Photographs	1967	1960-1970	Miami (Florida)	1 b&w photograph; 20.8 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106140001001	Image	image/tiff	9124.341 KB	5077	6179	0x39B67099	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/520	520	514.jp2	/umevents/image/514.jp2
Jaime Benitez				Written on verso: "Jaime Benitez June '70 Commencement"		Photographs	1970-06	1970-1980	Coral Gables (Florida)	1 b&w photograph; 26.7 x 21.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 8; Folder Title: Commencement, 1970: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106570001001	Image	image/tiff	8627.124 KB	6166	4884	0xB94D1454	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/521	521	557.jp2	/umevents/image/557.jp2
Musicians at commencement ceremony, 1969						Negatives	1969	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 7; Folder Title: Commencement, 1969.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106310001001	Image	image/tiff	2412.53 KB	3457	2294	0x95519C5A	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/522	522	531.jp2	/umevents/image/531.jp2
Speaker at the 1970 Commencement Ceremony						Photographs	1970	1970-1980	Coral Gables (Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106960001001	Image	image/tiff	4253.59 KB	3426	2288	0xCCF92BC1	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/523	523	586.jp2	/umevents/image/586.jp2
Faculty members at the 1970 Commencement Ceremony						Photographs	1970	1970-1980	Coral Gables ( Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106940001001	Image	image/tiff	3877.202 KB	3446	2294	0x329AA108	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/524	524	584.jp2	/umevents/image/584.jp2
Commencement ceremony, 1967						Photographs	1967	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106080001001	Image	image/tiff	16290.528 KB	5080	6249	0x1B9898D9	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/525	525	508.jp2	/umevents/image/508.jp2
Faculty member at commencement ceremony, 1962						Photographs	1962	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 20.7 x 25.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 3; Folder No. 14; Folder Title: Commencement, 1962.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105030001001	Image	image/tiff	11883.71 KB	6121	4992	0xA3321431	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/526	526	403.jp2	/umevents/image/403.jp2
Dr. Stanford awarding a diploma at commencement ceremony			Dr. Stanford seen standing at left			Negatives	1971-06	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 3; Folder Title: Commencement, 1971.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107200001001	Image	image/tiff	3679.897 KB	3439	2301	0x454C66F	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/527	527	610.jp2	/umevents/image/610.jp2
Robert Sornoff, commencement speaker				Written on verso: "Robert Sornoff Honorary Degree Commencement Speaker 1/24/69,"		Photographs	1969-01-24	1960-1970	Coral Gables (Florida)	1 b&w photograph; 17.9 x 22.9 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 7; Folder Title: Commencement.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106460001001	Image	image/tiff	6439.136 KB	4364	5564	0xA4ECB0	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/528	528	546.jp2	/umevents/image/546.jp2
Faculty members at commencement ceremony, 1962						Photographs	1962	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 20.6 x 25.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 3; Folder No. 14; Folder Title: Commencement, 1962.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105060001001	Image	image/tiff	7707.619 KB	6132	4997	0xD727CEA	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/529	529	406.jp2	/umevents/image/406.jp2
