Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Engineer Field Day award presentation				Written on verso: "Charles Nehoby on left Karl Frese on right"		Photographs	1951-04-30	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 12; Folder Title: Award Presentation, 1949-1951.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100970001001	Image	image/tiff	193.468 KB	609	768	0xFD3F2C9B	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/40	40	96.jpg	/umevents/image/96.jpg
Professors onstage at Academic Honors Day Ceremony, 1960	Greenfield, David					Negatives	1960-05-18	1960-1970	Coral Gables (Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 1; Folder Title: Academic Honors Day, 1960: First.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		asu06420100100001001	Image	image/tiff	277.812 KB	1023	685	0x1933CEDB	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/41	41	11.jpg	/umevents/image/11.jpg
Students at the 1964 Graduate Academic Honors Day	Blakeley, Ron					Photographs	1964-05	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 5; Folder Title: Academic Honors Day, Ceremony- Graduate School, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100420001001	Image	image/tiff	349.225 KB	1023	686	0x486DDA4F	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/42	42	42.jpg	/umevents/image/42.jpg
Volunteers at an anti-war rally				Banner reads: "At this moment, questioning may be the very highest form of patriotism- not blind following, not unthinking conformity but questioning."		Negatives	1968	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 9; Folder Title: Anti War Rally, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cme		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100580001001	Image	image/tiff	312.139 KB	1023	685	0x8F4E62E8	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/43	43	57.jpg	/umevents/image/57.jpg
Professors at Academic Honors Day, 1961	Blakeley, Ron					Negatives	1961-05-15	1960-1970	Coral Gables (Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 2; Folder Title: Academic Honors Day, 1961	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		asu06420100230001001	Image	image/tiff	221.256 KB	759	768	0x71AA50F1	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/44	44	23.jpg	/umevents/image/23.jpg
Students at a 1968 anti war demonstration						Photographs	1968-03-18	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 9; Folder Title: Anti War Rally, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100690001001	Image	image/tiff	246.982 KB	1023	688	0x40280EFE	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/45	45	68.jpg	/umevents/image/68.jpg
Band performing at the Academic Honors Day Ceremony	Blakeley, Ron					Negatives	1961-05	1960-1970	Coral Gables ( Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 2; Folder Title: Academic Honors Day, 1961.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		asu06420100210001001	Image	image/tiff	258.905 KB	755	768	0x4F2D31B2	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/46	46	21.jpg	/umevents/image/21.jpg
Award presentation						Photographs	1945-1952	1940-1960	Coral Gables ( Florida)	1 b&w photograph; 17.7 x 12.9 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 12; Folder Title: Award Presentation, 1949-1951.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100860001001	Image	image/tiff	234.984 KB	1022	761	0x23555352	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/47	47	85.jpg	/umevents/image/85.jpg
Woman speaking at anti war demonstration						Photographs	1968	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 9; Folder Title: Anti War Rally, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cme		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100620001001	Image	image/tiff	271.521 KB	1023	678	0xE7EF0225	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/48	48	61.jpg	/umevents/image/61.jpg
Sam Capua, winner of the National Competition of the Rudimental Drummers of America, holds the Legion Veteran Trophy				Written on verso: "Hurricane- Oct 26, 1957 Sam Capua Outstanding Drummer"		Photographs	1957-10-26	1950-1960	Coral Gables (Florida)	1 b&w photograph; 12.6 x 17.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 12; Folder Title: Award Presentation, 1949-1951.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100790001001	Image	image/tiff	134.337 KB	548	768	0x1F560AE3	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/49	49	78.jpg	/umevents/image/78.jpg
Trophy presentation at Engineer Field Day				On verso: "Engineer Field day trophy Mar. 30, 1951, Hurricanes"		Photographs	1951-04-30	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 12; Folder Title: Award Presentation, 1949-1951.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100980001001	Image	image/tiff	242.633 KB	979	768	0x4A130FEC	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/50	50	97.jpg	/umevents/image/97.jpg
Students at an anti war demonstration						Photographs	1968	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 9; Folder Title: Anti War Rally, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100640001001	Image	image/tiff	311.013 KB	1023	692	0x1B312321	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/51	51	63.jpg	/umevents/image/63.jpg
Students at anti war demonstration						Photographs	1968	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 9; Folder Title: Anti War Rally, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100510001001	Image	image/tiff	237.808 KB	1022	688	0xCEDA96D5	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/52	52	50.jpg	/umevents/image/50.jpg
Graduate Academic Honors Day, 1964	Blakeley, Ron					Negatives	1964-05	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 5; Folder Title: Academic Honors Day,  Ceremony- Graduate School, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100460001001	Image	image/tiff	175.562 KB	508	768	0x16A9C4AC	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/53	53	45.jpg	/umevents/image/45.jpg
Students at 1964 Graduate Academic Honors Day	Blakeley, Ron					Photographs	1964-05	1960-1970	Coral Gables, Florida	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 5; Folder Title: Academic Honors Day), Ceremony- Graduate School, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100440001001	Image	image/tiff	334.304 KB	1023	682	0xA3CFCA23	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/54	54	43.jpg	/umevents/image/43.jpg
Group walking to Academic Honors Day ceremony				Written on verso: "Graduation Ceremonies 1960's or 70's"		Photographs	1961-05	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 21.5 x 16.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 8; Folder Title: Commencement, 1970: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		asu06420100180001001	Image	image/tiff	440.488 KB	1004	768	0xBF9A3811	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/55	55	18.jpg	/umevents/image/18.jpg
Outdoor arts and crafts show						Negatives	1974	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 11; Folder Title: Art Exhibition, 1956, 1974.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100750001001	Image	image/tiff	273.281 KB	1022	684	0xF77AED53	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/56	56	74.jpg	/umevents/image/74.jpg
Students at a 1968 anti war demonstration						Photographs	1968	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 9; Folder Title: Anti War Rally, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100540001001	Image	image/tiff	248.214 KB	1023	695	0xFA58704A	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/57	57	53.jpg	/umevents/image/53.jpg
Anti-war demonstration						Negatives	1968	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 9; Folder Title: Anti War Rally, 1968.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100590001001	Image	image/tiff	291.715 KB	1023	682	0xAEB9580F	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/58	58	58.jpg	/umevents/image/58.jpg
Brotherhood Week banquet	Sperling			Written on verso: "Brotherhood Week banquet Feb 23, 1951 Hurricane, Photo by Sperling"		Photographs	1951-02-23	1950-1960	Coral Gables ( Florida)	1 b&w photograph; 17.4 x 10.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 12; Folder Title: Award Presentation, 1949-1951.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100870001001	Image	image/tiff	217.068 KB	1023	622	0x9C7F5904	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/59	59	86.jpg	/umevents/image/86.jpg
Outdoor arts and crafts show						Negatives	1974	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 11; Folder Title: Art Exhibition, 1956, 1974.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100730001001	Image	image/tiff	311.8 KB	1023	677	0xC52C912D	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/60	60	72.jpg	/umevents/image/72.jpg
Band performing at the Academic Honors Day Ceremony	Blakeley, Ron					Negatives	1961-05-15	1960-1970	Coral Gables ( Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 12; Folder No. 2; Folder Title: Academic Honors Day, 1961.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		asu06420100250001001	Image	image/tiff	203.861 KB	760	768	0x73919504	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/61	61	25.jpg	/umevents/image/25.jpg
President Stanford at Graduate School Academic Honors Day, 1964	Blakeley, Ron					Negatives	1964	1960-1970	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 5; Folder Title: Academic Honors Day, Ceremony- Graduate School, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100370001001	Image	image/tiff	255.045 KB	1022	683	0x36F7D392	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/62	62	37.jpg	/umevents/image/37.jpg
Julian Eaton and President Ashe present tennis awards at Julian Eaton Challenge Bowl			President Ashe standing to the far right	Written on verso: "Julian Eaton, Gardner Mulloy (Jughiad), ?, Dr. Ashe"		Photographs			Coral Gables (Florida)	1 b&w photograph; 21.5 x 16.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 12; Folder Title: Award Presentation, 1949-1951.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420100920001001	Image	image/tiff	280.289 KB	983	768	0x8B68DB18	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/63	63	91.jpg	/umevents/image/91.jpg
Setup of chairs for the Academic Honors Day Ceremony	Greenfield, David					Negatives	1960-05-18	1960-1970	Coral Gables (Florida)	1 b&w negative	ENG	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 1; Folder No. 1; Folder Title: Academic Honors Day, 1960: First.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		asu06420100090001001	Image	image/tiff	438.399 KB	1022	648	0x4FD982E9	RGB	24-bit depth	600 dpi			2008-06-05	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/64	64	10.jpg	/umevents/image/10.jpg
