Title	Creator	Note	Subject	Genre	Publisher	Date	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Rights	Object No.	Directory	Digital ID	Type	Format	Width	Height	Checksum	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Group portrait				Photograph		[ca. 1900]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 31 Folder Title: Unidentified Persons Central Valley New York. Folder Date: n.d. 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600001530001001	Image	image/tiff	3018	2316	0x4D0175F0	04600001530001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/229	229	187.jp2	/chc0460/image/187.jp2
Parlor of the Old Cornell Home in Central Valley, New York		Notatio on back, by TEP II: "Parlor of the old Cornell Home in Central Valley, N.Y.  Portraits: TEP my father and mother over the piano.  One right wall: George C. - David C. - on easel: Ed C. painted by 'Aunt Susan'?  *I was born in this house - TEP.  Stage Coach Inn on highway between N.Y. and Newburgh (Washington's Headquarters)."		Photograph		[191-?]	1 sepia photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 33 Folder Title: Central Valley New York. Folder Date: n.d. 1904-1905	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600001300001001	Image	image/tiff	6846	5562	0x4EC59E91	04600001300001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/230	230	172.jp2	/chc0460/image/172.jp2
Letter: S.l., from Tomás Estrada Palma IV to [Alyce May Estrada Palma], s.l.	Estrada Palma, Tomás Ramón	Autograph letter signed		Letter (Correspondence)		[1966]	1 item (p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series III. Estrada Palma Family Papers, 1905-1999 (bulk dates, 1908-1944).	Box No.: 1 Folder No.: 17 Folder Title: Correspondence. Folder Date: n.d.  1905-1966	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600001260001001	Text	image/tiff	3390	5586	0x74BE2CCF	04600001260001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/231	231	169.jp2	/chc0460/image/169.jp2
Browne family			Estrada Palma, Helen D.; Browne Douglas, Helen	Photograph		[190-?]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 30 Folder Title: Browne Family. Folder Date: n.d. 1922	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600001470001001	Image	image/tiff	888	1257	0xF3F16950	04600001470001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/232	232	185.jp2	/chc0460/image/185.jp2
Helen (Douglas Browne) Estrada Palma with Tomás Douglas Estrada Palma III, Monroe Railroad Station, Central Valley, New York			Estrada Palma, Helen D.; Estrada Palma, Tomás II	Photograph		[1911]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 21 Folder Title: Estrada Palma Family. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600001560001001	Image	image/tiff	2184	2400	0x35CDDF3A	04600001560001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/233	233	188.jp2	/chc0460/image/188.jp2
Carlos, Luz and Rafael Estrada Palma			Estrada Palma, Carlos D.; Estrada Palma, Luz; Estrada Palma, Rafael	Photograph		[ca. 1904]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 21 Folder Title: Estrada Palma Family. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600001880001001	Image	image/tiff	2100	2838	0x1E68A3C	04600001880001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/234	234	208.jp2	/chc0460/image/208.jp2
Tomb of Tomás Estrada Palma, Santiago de Cuba		Stamp on verso: "Comisión Pro Estrada Palma, Stgo. De Cuba.  Presidencia."	Estrada Palma, Tomás, 1835-1908	Photograph		[1908 or 1909]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 35 Folder Title: Monuments Cuba. Folder Date: n.d.  1956	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600002010001001	Image	image/tiff	4301	3110	0x1F8196EE	04600002010001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/235	235	212.jp2	/chc0460/image/212.jp2
Un Homenaje a Don Tomás el día 4 de Noviembre Actual						[1935]	1 clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 7 Folder Title: Clippings. Folder Date: 1935-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04600007020001001	Text	image/tiff	1362	1572	0xC5166FD	04600007020001001.tif		2006-12-09	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/236	236	227.jp2	/chc0460/image/227.jp2
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008130001001.tif	Text	image/tiff	5294	3932	0x34D788C1	04600008130001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/237	237	238.jp2	/chc0460/image/238.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008130002001.tif	Text	image/tiff	5418	7650	0xC9FBBA02	04600008130002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/238	238	239.jp2	/chc0460/image/239.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008130003001.tif	Text	image/tiff	3919	5431	0xB16112A3	04600008130003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/239	239	240.jp2	/chc0460/image/240.jp2
Proclamation to the People of Cuba / by William H. Taft		In Gaceta Oficial de la República de Cuba, Edición Extraordinaria.  Attached is a page of clippings that includes a photo of Magoon.				29 Sep. 1906	1  3 clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 2 Folder No.: 37 Folder Title: Clippings (Oversized). Folder Date: n.d. 1906-1908 1968	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000813	000813		Text; Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/240	240	241.cpd	/chc0460/image/241.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006120001001.tif	Text	image/tiff	3110	4387	0x80F03052	04600006120001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/241	241	242.jp2	/chc0460/image/242.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006120002001.tif	Text	image/tiff	3118	4396	0xAEC61290	04600006120002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/242	242	243.jp2	/chc0460/image/243.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006120003001.tif	Text	image/tiff	3172	4344	0xA8E96C69	04600006120003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/243	243	244.jp2	/chc0460/image/244.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006120004001.tif	Text	image/tiff	3161	4352	0x37D7F8D4	04600006120004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/244	244	245.jp2	/chc0460/image/245.jp2
Page 5													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006120005001.tif	Text	image/tiff	3276	4468	0x73D53ADB	04600006120005001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/245	245	246.jp2	/chc0460/image/246.jp2
Page 6													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006120006001.tif	Text	image/tiff	3257	4421	0xC2B19BD3	04600006120006001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/246	246	247.jp2	/chc0460/image/247.jp2
The Progress of the World		In The American Monthly Review of Reviews, 34:4 (Oct. 1906).				Oct. 1906	1  3 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000612	000612		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/247	247	248.cpd	/chc0460/image/248.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005040001001.tif	Text	image/tiff	3228	4014	0x23EBBD5B	04600005040001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/248	248	249.jp2	/chc0460/image/249.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005040002001.tif	Text	image/tiff	3204	3998	0x9C1B3A5C	04600005040002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/249	249	250.jp2	/chc0460/image/250.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005040003001.tif	Text	image/tiff	3172	4006	0x5484883A	04600005040003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/250	250	251.jp2	/chc0460/image/251.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005040004001.tif	Text	image/tiff	3114	3960	0x3FF34264	04600005040004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/251	251	252.jp2	/chc0460/image/252.jp2
Letter: Central Valley, New York, from Aunt Susana to [Tomás Andrés Estrada Palma II], [New York]		Autograph letter signed.		Letter (Correspondence)		14 Aug. 1918	1  item (4 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000504	000504		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/252	252	253.cpd	/chc0460/image/253.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005050001001.tif	Text	image/tiff	3060	4614	0xE9D95F28	04600005050001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/253	253	254.jp2	/chc0460/image/254.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005050002001.tif	Text	image/tiff	3204	4632	0xD2FD161C	04600005050002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/254	254	255.jp2	/chc0460/image/255.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005050003001.tif	Text	image/tiff	2892	4656	0x8880E06	04600005050003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/255	255	256.jp2	/chc0460/image/256.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005050004001.tif	Text	image/tiff	2934	4632	0x3516BA52	04600005050004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/256	256	257.jp2	/chc0460/image/257.jp2
Letter: Scotland, from Mrs. K. A. [Zöe] Moulton-Barrett to [Tomás Andrés Estrada Palma II], Arlington, Virginia	Moulton-Barrett, Zöe	Sender is Zöe Moulton-Barrett, half-sister of Helen (Douglas Browne) Estrada Palma.		Letter (Correspondence)		20 Dec. 1955	1  item (3 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000505	000505		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/257	257	258.cpd	/chc0460/image/258.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001780001001.tif	Text	image/tiff	2151	3993	0x5CA77A22	04600001780001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/258	258	259.jp2	/chc0460/image/259.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001780002001.tif	Text	image/tiff	2139	4011	0xDDF140B3	04600001780002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/259	259	260.jp2	/chc0460/image/260.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001780003001.tif	Text	image/tiff	2130	3993	0x6118978A	04600001780003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/260	260	261.jp2	/chc0460/image/261.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001780004001.tif	Text	image/tiff	2067	3993	0x8E812B40	04600001780004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/261	261	262.jp2	/chc0460/image/262.jp2
Passport, Tomás Andrés Estrada Palma II and Family, Cuba		Granted when TEP II was sent to Ireland as Cuban Consul in Belfast.  Verso contains photo of TEP II, wife Helen, and their three children: Tomás, Helena, and Candelaria, ca. 1918.		Passport		[24 Apr. 1918-1924]	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 13 Folder Title: Documents. Folder Date: 1902-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000178	000178		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/262	262	263.cpd	/chc0460/image/263.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007140001001.tif	Text	image/tiff	2316	3762	0x74936808	04600007140001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/263	263	264.jp2	/chc0460/image/264.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007140002001.tif	Text	image/tiff	2334	3804	0x304D22EA	04600007140002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/264	264	265.jp2	/chc0460/image/265.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007140003001.tif	Text	image/tiff	2334	3828	0x9A89CDD3	04600007140003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/265	265	266.jp2	/chc0460/image/266.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007140004001.tif	Text	image/tiff	2274	3804	0xFB569D5B	04600007140004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/266	266	267.jp2	/chc0460/image/267.jp2
Menu, Cornell Dinner at the Dos Hermanos, Havana		Menu is signed.		Menu		4 Aug. 1906	1 col. menu	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 15 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000714	000714		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/267	267	268.cpd	/chc0460/image/268.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000010001001.tif	Text	image/tiff	3018	3990	0x5EE36452	04600000010001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/268	268	269.jp2	/chc0460/image/269.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000010002001.tif	Text	image/tiff	2995	3976	0x8131836B	04600000010002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/269	269	270.jp2	/chc0460/image/270.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000010003001.tif	Text	image/tiff	2995	3976	0xF0334E5D	04600000010003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/270	270	271.jp2	/chc0460/image/271.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000010004001.tif	Text	image/tiff	3030	3990	0x5CD4CA5D	04600000010004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/271	271	272.jp2	/chc0460/image/272.jp2
Letter: Havana, to Thomas [Tomás Andrés Estrada Palma II], s.l.	Estrada Palma, Tomás, 1835-1908	Autograph letter signed.		Letter (Correspondence)		5 Dec. 1902	1  item (4 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000001	000001		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/272	272	273.cpd	/chc0460/image/273.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000030001001.tif	Text	image/tiff	3034	4002	0x768BDB24	04600000030001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/273	273	274.jp2	/chc0460/image/274.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000030002001.tif	Text	image/tiff	2998	3914	0xDE117E0B	04600000030002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/274	274	275.jp2	/chc0460/image/275.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000030003001.tif	Text	image/tiff	2974	4002	0x70DE8D40	04600000030003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/275	275	276.jp2	/chc0460/image/276.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000030004001.tif	Text	image/tiff	2974	4002	0x12908894	04600000030004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/276	276	277.jp2	/chc0460/image/277.jp2
Letter: Havana, to Thomas [Tomás Andrés Estrada Palma II], [New York?]	Estrada Palma, Tomás, 1835-1908	Autograph letter signed. On presidential letterhead.		Letter (Correspondence)		26 Jan. 1903	1  item (4 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000003	000003		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/277	277	278.cpd	/chc0460/image/278.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030001001.tif	Text	image/tiff	1662	2658	0x6B254BE0	04600008030001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/278	278	279.jp2	/chc0460/image/279.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030002001.tif	Text	image/tiff	1620	2634	0x8CFC7022	04600008030002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/279	279	280.jp2	/chc0460/image/280.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030003001.tif	Text	image/tiff	1620	2646	0xBA6C0CB6	04600008030003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/280	280	281.jp2	/chc0460/image/281.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030004001.tif	Text	image/tiff	1698	2640	0x6E7137FD	04600008030004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/281	281	282.jp2	/chc0460/image/282.jp2
Page 5													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030005001.tif	Text	image/tiff	1686	2652	0xAE417B9	04600008030005001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/282	282	283.jp2	/chc0460/image/283.jp2
Page 6													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030006001.tif	Text	image/tiff	1626	2652	0xF1F85C77	04600008030006001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/283	283	284.jp2	/chc0460/image/284.jp2
Page 7													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030007001.tif	Text	image/tiff	1627	2664	0xC5884DCF	04600008030007001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/284	284	285.jp2	/chc0460/image/285.jp2
Page 8													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008030008001.tif	Text	image/tiff	1675	2634	0x9FDF9947	04600008030008001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/285	285	286.jp2	/chc0460/image/286.jp2
Driver's License, Italy		Contains photo of TEP II.		Drivers'  License		5 Apr. 1933	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 13 Folder Title: Documents. Folder Date: 1902-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000803	000803		Text; Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/286	286	287.cpd	/chc0460/image/287.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008140001001.tif	Text	image/tiff	3784	6192	0x8B6D3E44	04600008140001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/287	287	288.jp2	/chc0460/image/288.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008140001011.tif	Text	image/tiff	3832	6192	0x19EE14AA	04600008140001011.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/288	288	289.jp2	/chc0460/image/289.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008140001021.tif	Text	image/tiff	5979	2180	0xC5EB194D	04600008140001021.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/289	289	290.jp2	/chc0460/image/290.jp2
La Republica Será Intervenida Constitucionalmente		In Suplemento a "La Discusión," Cuba.				29 Sep. 1906	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 2 Folder No.: 37 Folder Title: Clippings (Oversized). Folder Date: n.d. 1906-1908 1968	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000814	000814		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/290	290	291.cpd	/chc0460/image/291.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001090001001.tif	Text	image/tiff	5274	6744	0x4799012	04600001090001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/291	291	292.jp2	/chc0460/image/292.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001090002001.tif	Text	image/tiff	5214	6786	0x1256E915	04600001090002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/292	292	293.jp2	/chc0460/image/293.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001090003001.tif	Text	image/tiff	5316	6786	0x7C35BD8F	04600001090003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/293	293	294.jp2	/chc0460/image/294.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001090004001.tif	Text	image/tiff	5274	6828	0x46192826	04600001090004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/294	294	295.jp2	/chc0460/image/295.jp2
Letter: Guantanamo, Cuba, to [Tomás Andrés Estrada Palma II], s.l.	Estrada Palma, Tomás Douglas, 1911-1999	Autograph letter signed.		Letter (Correspondence)		8 July 1944	1  item (4 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series III. Estrada Palma Family Papers, 1905-1999 (bulk dates, 1908-1944).	Box No.: 1 Folder No.: 18 Folder Title: Tomás Douglas Estrada Palma III: Correspondence. Folder Date: ca. 1919-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000109	000109		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/295	295	296.cpd	/chc0460/image/296.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001110001001.tif	Text	image/tiff	4056	2940	0x8F63E801	04600001110001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/296	296	297.jp2	/chc0460/image/297.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001110002001.tif	Text	image/tiff	3990	2898	0xF700299E	04600001110002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/297	297	298.jp2	/chc0460/image/298.jp2
