Title	Creator	Note	Subject	Genre	Publisher	Date	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Rights	Object No.	Directory	Digital ID	Type	Format	Width	Height	Checksum	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006100002001.tif	Text	image/tiff	3658	5350	0x27D2DB27	04600006100002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/387	387	388.jp2	/chc0460/image/388.jp2
Collage of Clippings						[Sep. 1906]	1  7 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000610	000610		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/388	388	389.cpd	/chc0460/image/389.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006070001001.tif	Text	image/tiff	3685	5359	0x5B501C15	04600006070001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/389	389	390.jp2	/chc0460/image/390.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006070002001.tif	Text	image/tiff	3690	5313	0x1E16EFB3	04600006070002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/390	390	391.jp2	/chc0460/image/391.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000607	000607		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/391	391	392.cpd	/chc0460/image/392.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006150001001.tif	Text	image/tiff	3148	6658	0xE92753D6	04600006150001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/392	392	393.jp2	/chc0460/image/393.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006150002001.tif	Text	image/tiff	3171	6611	0x12EA87CF	04600006150002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/393	393	394.jp2	/chc0460/image/394.jp2
Mr. Palma Begged for Intervention" and "Taft Will Not Name a Cabinet						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000615	000615		Type	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/394	394	395.cpd	/chc0460/image/395.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006260001001.tif	Text	image/tiff	4074	5225	0xFC706EE0	04600006260001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/404	404	405.jp2	/chc0460/image/405.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006260002001.tif	Text	image/tiff	4053	5171	0xBA76AACF	04600006260002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/405	405	406.jp2	/chc0460/image/406.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000626	000626		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/406	406	407.cpd	/chc0460/image/407.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006220001001.tif	Text	image/tiff	3880	5389	0x5E753D23	04600006220001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/407	407	408.jp2	/chc0460/image/408.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006220002001.tif	Text	image/tiff	3917	5428	0x3F9FD5FD	04600006220002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/408	408	409.jp2	/chc0460/image/409.jp2
Collage of Clippings						[1906]	1  6 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000622	000622		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/409	409	410.cpd	/chc0460/image/410.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005120001001.tif	Text	image/tiff	4278	3060	0xEA986F90	04600005120001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/410	410	411.jp2	/chc0460/image/411.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005120002001.tif	Text	image/tiff	4278	3102	0xB73F420A	04600005120002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/411	411	412.jp2	/chc0460/image/412.jp2
Chapel, Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000512	000512		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/412	412	413.cpd	/chc0460/image/413.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008080001001.tif	Text	image/tiff	4051	5137	0xF973A52B	04600008080001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/425	425	426.jp2	/chc0460/image/426.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008080002001.tif	Text	image/tiff	4068	5154	0xC6C7C4C0	04600008080002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/426	426	427.jp2	/chc0460/image/427.jp2
[Tomás Estrada Palma's resignation]		In Gaceta Oficial de la República de Cuba.  Contains reproduction of TEP's letter to Congress resigning as president.				28 Sep. 1906	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 2 Folder No.: 37 Folder Title: Clippings (Oversized). Folder Date: n.d. 1906-1908 1968	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000808	000808		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/427	427	428.cpd	/chc0460/image/428.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008060001001.tif	Text	image/tiff	4289	4869	0x8FF365E0	04600008060001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/434	434	435.jp2	/chc0460/image/435.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008060002001.tif	Text	image/tiff	4273	4896	0xCACBBD6A	04600008060002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/435	435	436.jp2	/chc0460/image/436.jp2
Collage of Clippings		Includes photo of TEP with sons TEP II and José.				n.d.	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 2 Folder No.: 37 Folder Title: Clippings (Oversized). Folder Date: n.d. 1906-1908 1968	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000806	000806		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/436	436	437.cpd	/chc0460/image/437.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005130001001.tif	Text	image/tiff	4236	3042	0x46D33554	04600005130001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/446	446	447.jp2	/chc0460/image/447.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005130002001.tif	Text	image/tiff	4218	3084	0x7F3E7616	04600005130002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/447	447	448.jp2	/chc0460/image/448.jp2
Hall of Mirrors, Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000513	000513		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/448	448	449.cpd	/chc0460/image/449.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005250001001.tif	Text	image/tiff	3474	2316	0x1FFD8D9D	04600005250001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/449	449	450.jp2	/chc0460/image/450.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005250002001.tif	Text	image/tiff	3492	2334	0xBF5921AA	04600005250002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/450	450	451.jp2	/chc0460/image/451.jp2
Postcard: No. 4 President's Palace, Habana, Cuba (Betancourt Hnos. No. 50 Obispo St)			Palacio Presidencial (Havana, Cuba)	Postcard	Bentancourt Hnos., No. 50 Obispo St.	[ca. 1910]	1 col. postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000525	000525		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/451	451	452.cpd	/chc0460/image/452.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007080001001.tif	Text	image/tiff	4962	5046	0x20B3FA44	04600007080001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/452	452	453.jp2	/chc0460/image/453.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007080002001.tif	Text	image/tiff	2544	8580	0xEAD7940F	04600007080002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/453	453	454.jp2	/chc0460/image/454.jp2
Cambio Oficial del Nombre del Nacional		Includes photograph of some of TEP's adult children.				[195-?]	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 7 Folder Title: Clippings. Folder Date: 1935-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000708	000708		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/454	454	455.cpd	/chc0460/image/455.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005270001001.tif	Text	image/tiff	3456	2256	0x3450559A	04600005270001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/458	458	459.jp2	/chc0460/image/459.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005270002001.tif	Text	image/tiff	3492	2298	0x4AFE4C4E	04600005270002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/459	459	460.jp2	/chc0460/image/460.jp2
Postcard: Syracuse, New York, from Maceo to [Tomás Andrés Estrada Palma II], Manzanillo, Cuba			Estrada Palma, Tomás, 1835-1908	Postcard	EB & E	Apr. 1908	1 col. postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000527	000527		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/460	460	461.cpd	/chc0460/image/461.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005030001001.tif	Text	image/tiff	3390	2190	0x5E8C6C93	04600005030001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/461	461	462.jp2	/chc0460/image/462.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005030002001.tif	Text	image/tiff	3432	2250	0xE9D34D85	04600005030002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/462	462	463.jp2	/chc0460/image/463.jp2
Postcard: Summit, NJ, from Lana Heply? to [Tomás Andrés Estrada Palma II], Manzanillo, Cuba				Postcard		31 Jan. 1907	1  postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000503	000503		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/463	463	464.cpd	/chc0460/image/464.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008110001001.tif	Text	image/tiff	3985	5238	0x535713F2	04600008110001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/467	467	468.jp2	/chc0460/image/468.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008110002001.tif	Text	image/tiff	4016	5225	0x9CF17CDE	04600008110002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/468	468	469.jp2	/chc0460/image/469.jp2
Obituary		In Boletín Oficial.				5 Nov. 1908	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 2 Folder No.: 37 Folder Title: Clippings (Oversized). Folder Date: n.d. 1906-1908 1968	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000811	000811		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/469	469	470.cpd	/chc0460/image/470.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006230001001.tif	Text	image/tiff	3640	5766	0xC5644DEC	04600006230001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/476	476	477.jp2	/chc0460/image/477.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006230002001.tif	Text	image/tiff	5851	3555	0xFCB7423C	04600006230002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/477	477	478.jp2	/chc0460/image/478.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000623	000623		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/478	478	479.cpd	/chc0460/image/479.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006090001001.tif	Text	image/tiff	3744	5026	0xB5BF5767	04600006090001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/491	491	492.jp2	/chc0460/image/492.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006090002001.tif	Text	image/tiff	3722	5023	0xC74B2F2	04600006090002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/492	492	493.jp2	/chc0460/image/493.jp2
Roosevelt-Palma" and "President Palma's Note to Taft and Bacon		Includes clipping of French caricature, "Cuba et les Etats-Unis."				Sep. 1906	1  3 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000609	000609		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/493	493	494.cpd	/chc0460/image/494.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006100001001.tif	Text	image/tiff	3649	5337	0x61ABA9D2	04600006100001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/494	494	495.jp2	/chc0460/image/495.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006100002001.tif	Text	image/tiff	3658	5350	0x27D2DB27	04600006100002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/495	495	496.jp2	/chc0460/image/496.jp2
Collage of Clippings						[Sep. 1906]	1  7 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000610	000610		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/496	496	497.cpd	/chc0460/image/497.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008060001001.tif	Text	image/tiff	4289	4869	0xC9AEDFB	04600008060001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/497	497	498.jp2	/chc0460/image/498.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008060002001.tif	Text	image/tiff	4273	4896	0x974A651C	04600008060002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/498	498	499.jp2	/chc0460/image/499.jp2
Collage of Clippings		Includes photo of TEP with sons TEP II and José.				n.d.	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 2 Folder No.: 37 Folder Title: Clippings (Oversized). Folder Date: n.d. 1906-1908 1968	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000806	000806		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/499	499	500.cpd	/chc0460/image/500.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008000001001.tif	Text	image/tiff	2190	3762	0x2603E8D3	04600008000001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/500	500	501.jp2	/chc0460/image/501.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008000002001.tif	Text	image/tiff	2232	3762	0x377BBF62	04600008000002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/501	501	502.jp2	/chc0460/image/502.jp2
Report Card: Tomás Andrés Estrada Palma II, Ithaca High School, Ithaca, New York	Ithaca High School (Ithaca, New York)			Report Card		Fall 1902	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 13 Folder Title: Documents. Folder Date: 1902-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000800	000800		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/502	502	503.cpd	/chc0460/image/503.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007010001001.tif	Text	image/tiff	3906	5274	0xCB3FA8F9	04600007010001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/503	503	504.jp2	/chc0460/image/504.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007010002001.tif	Text	image/tiff	3861	5256	0x26D77B05	04600007010002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/504	504	505.jp2	/chc0460/image/505.jp2
[Obituary]		In Boletín Oficial de la Provincia de Oriente.				1908-11-05	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 6 Folder Title: Clippings. Folder Date: 1908	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000701	000701		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/505	505	506.cpd	/chc0460/image/506.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005240001001.tif	Text	image/tiff	2976	2400	0x995729F5	04600005240001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/506	506	507.jp2	/chc0460/image/507.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005240002001.tif	Text	image/tiff	3000	2418	0xB18E4456	04600005240002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/507	507	508.jp2	/chc0460/image/508.jp2
Veranda, Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1  photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000524	000524		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/508	508	509.cpd	/chc0460/image/509.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006250001001.tif	Text	image/tiff	5647	3759	0x695E2031	04600006250001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/512	512	513.jp2	/chc0460/image/513.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006250002001.tif	Text	image/tiff	3763	5564	0x9788F88A	04600006250002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/513	513	514.jp2	/chc0460/image/514.jp2
Collage of Clippings						[1906]	1  3 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000625	000625		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/514	514	515.cpd	/chc0460/image/515.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006240001001.tif	Text	image/tiff	4968	4411	0x93F1CBB2	04600006240001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/515	515	516.jp2	/chc0460/image/516.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006240002001.tif	Text	image/tiff	4465	4897	0xF5E66C52	04600006240002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/516	516	517.jp2	/chc0460/image/517.jp2
Collage of Clippings						[1906]	1  4 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000624	000624		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/517	517	518.cpd	/chc0460/image/518.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005180001001.tif	Text	image/tiff	2958	2190	0xD41347B0	04600005180001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/518	518	519.jp2	/chc0460/image/519.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005180002001.tif	Text	image/tiff	2976	2214	0xE92EE765	04600005180002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/519	519	520.jp2	/chc0460/image/520.jp2
