Title	Alternate Title	Photographer	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Rental hippos in Roger Williams Park, Providence, Rhode Island		Carlebach, Michael L.			Written on verso: "Providence, RI"; "840810C#26A"; "Rental hippos. Roger Williams Park in Providence, Rhode Island 1984";	American Studies; Photography, artistic; Photojournalism; Providence (Rhode Island); Boats and boating; Hippopotamus; Paddleboats; Amusement Parks -- United States; Amusement rides	Photographs		1984-08-10	1980-1990	Providence (Rhode Island)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016240001001	image	2011-05-16	image/tiff				172190084 Bytes	8604	6670	130098596	RGB	8	600	asm05300016240001001.tif		2011-08-02	2012-02-07	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1798	1798	1767.jp2	/asm0530/image/1767.jp2
Man in Florida Everglades		Carlebach, Michael L.			Written on verso: "Pinecrest on Loop Road Florida Everglades"; "851014B#4"	American Studies; Photography, artistic; Photojournalism; Everglades (Florida); Loop Road (Pinecrest, Florida); Everglades National Park (Florida);	Photographs		1985-10-14	1980-1990	Everglades (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016370001001	image	2011-05-16	image/tiff				173673968 Bytes	8597	6733	2670266678	RGB	8	600	asm05300016370001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1799	1799	1776.jp2	/asm0530/image/1776.jp2
Crowd looking through window in Philadelphia, Pennsylvania		Carlebach, Michael L.			Written on verso: "Philadelphia, PA"; 302T23013C3-7"	American Studies; Photography, artistic; Photojournalism; Philadelphia (Pennsylvania); Crowds	Photographs				Philadelphia (Pennsylvania)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016300001001	image	2011-05-16	image/tiff				174052204 Bytes	8561	6776	4100767667	RGB	8	600	asm05300016300001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1800	1800	1838.jp2	/asm0530/image/1838.jp2
Florida panther		Carlebach, Michael L.			Written on verso: "Florida Panther"; "960110B#16A"	American Studies; Photography, artistic; Photojournalism; Florida panther	Photographs		1996-01-10	1990-2000		1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016020001001	image	2011-05-16	image/tiff				174135320 Bytes	8579	6765	654554262	RGB	8	600	asm05300016020001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1801	1801	1774.jp2	/asm0530/image/1774.jp2
Coal miner's wife in Eksdale, West Virginia		Carlebach, Michael L.			Written on verso: "Coal miner's wife, Eksdale, West Virginia"; "88"	American Studies; Photography, artistic; Photojournalism; Coal miners' spouses; Women;	Photographs		1988	1980-1990	West Virginia	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016680001001	image	2011-05-16	image/tiff				170858616 Bytes	8544	6665	3844832244	RGB	8	600	asm05300016680001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1802	1802	1794.jp2	/asm0530/image/1794.jp2
Young boy selling artwork on US1, south of Miami		Carlebach, Michael L.			Written on verso: "US1 south of Miami"; "800523C1#29"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Children; Art; Street vendors; United States Highway 1;	Photographs		1980-05-23	1980-1990	Miami (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016350001001	image	2011-05-16	image/tiff				174323676 Bytes	6759	8596	2649068110	RGB	8	600	asm05300016350001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1803	1803	1782.jp2	/asm0530/image/1782.jp2
Hamilton Fish spewing hate, Carmel, New York		Carlebach, Michael L.			Written on verso: "Hamilton Fish spewing hate Carmel, NY"; "#77 880816F#13"	American Studies; Photography, artistic; Photojournalism; Carmel (New York : Town); Signs and signboards; Fish, Hamilton, 1926-; Interviews; Interviewing; Hate speech	Photographs		1988-08-16	1980-1990	Carmel (New York : Town)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016840001001	image	2011-05-16	image/tiff				174578608 Bytes	8568	6791	4021721965	RGB	8	600	asm05300016840001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1804	1804	1856.jp2	/asm0530/image/1856.jp2
Elderly woman sitting on bench in White Plains, New York		Carlebach, Michael L.			Written on verso: "White Plains, New York"; "68541C3#0A"	American Studies; Photography, artistic; Photojournalism; White Plains (New York); Older people; Women;	Photographs		1968	1960-1970	White Plains (New York)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016260001001	image	2011-05-16	image/tiff				174712828 Bytes	8605	6767	3812719157	RGB	8	600	asm05300016260001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1805	1805	1849.jp2	/asm0530/image/1849.jp2
Alligator sculpture at a park in Sanford, Florida		Carlebach, Michael L.			Written on verso: "62. Route 46 near Sanford, Florida 1998"; 980118A#26"	American Studies; Photography, artistic; Photojournalism; Sanford (Florida); Alligators; Attractions; Animal sculpture; Tourists;	Photographs		1998-01-18	1990-2000	Sanford (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016480001001	image	2011-05-16	image/tiff				175198368 Bytes	8592	6796	3183930639	RGB	8	600	asm05300016480001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1806	1806	1791.jp2	/asm0530/image/1791.jp2
Brown University Professor McLoughlin looks on as student makes a speech on Arbor Day		Carlebach, Michael L.			Written on verso: "Brown professor Wm McLoughlin Providence RI"; "840510A#17A"	American Studies; Photography, artistic; Photojournalism; Providence (Rhode Island); Signs and signboards; Tree planting; Arbor Day -- United States; Universities and colleges; College teachers; College students; Brown University; McLoughlin, William G. (William Glen), 1922-1992	Photographs		1984-05-10	1980-1990	Providence (Rhode Island)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016710001001	image	2011-05-16	image/tiff				174299072 Bytes	8563	6784	1843109639	RGB	8	600	asm05300016710001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1807	1807	1790.jp2	/asm0530/image/1790.jp2
Man kneeling amidst bull skulls south of Tucson		Carlebach, Michael L.			Written on verso: "South of Tucson"; "920601A#33A"	American Studies; Photography, artistic; Photojournalism; Tucson (Arizona); Deserts; Bulls; Cattle; Cattle -- Carcasses; Skull; Signs and signboards;	Photographs		1992-06-01	1990-2000	Tucson (Arizona)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300017110001001	image	2011-05-16	image/tiff				172526800 Bytes	8520	6749	1774634482	RGB	8	600	asm05300017110001001.tif		2011-08-02	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1808	1808	1785.jp2	/asm0530/image/1785.jp2
Selling tickets for food items at the Plains Indian Powwow in Cody, Wyoming		Carlebach, Michael L.			Written on verso: "Plains Indian pow wow Cody Wyoming"; "920630A#7"	American Studies; Photography, artistic; Photojournalism; Cody (Wyoming); Food vendors; Fundraising; Indians; Indians of North America; Indians of North America -- Social life and customs; Signs and signboards; Children	Photographs		1992-06-30	1990-2000	Cody (Wyoming)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016960001001	image	2011-05-16	image/tiff				173214608 Bytes	8559	6745	2271147401	RGB	8	600	asm05300016960001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1809	1809	1814.jp2	/asm0530/image/1814.jp2
Paperboy selling the Miami News on the last day of publication		Carlebach, Michael L.			Written on verso: "Selling the Miami News on the last day of publication"; "881231D#27"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Miami news; Newspaper carriers; Newspapers; Paperboys; Automobiles; Street vendors; Children;	Photographs		1988-12-31	1980-1990	Miami (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300017060001001	image	2011-05-16	image/tiff				173223064 Bytes	8567	6739	2407438504	RGB	8	600	asm05300017060001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1810	1810	1771.jp2	/asm0530/image/1771.jp2
Two cowboys at a rodeo event in Cody, Wyoming		Carlebach, Michael L.			Written on verso: "Cody, Wyoming"; "920628B#11"	American Studies; Photography, artistic; Photojournalism; Cody (Wyoming); Cowboys -- Wyoming -- Cody; Cowboys; Rodeos -- Wyoming; Rodeos;	Photographs		1992-06-28	1990-2000	Cody (Wyoming)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016720001001	image	2011-05-16	image/tiff				173406204 Bytes	6739	8576	3453530946	RGB	8	600	asm05300016720001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1811	1811	1775.jp2	/asm0530/image/1775.jp2
Front desk in Miami Center		Carlebach, Michael L.			Written on verso: "Miami"; "950403A#20A"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Tapestry; Lobbies (Rooms)	Photographs		1995-04-03	1990-2000	Miami (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016120001001	image	2011-05-16	image/tiff				174675888 Bytes	6771	8598	4251581516	RGB	8	600	asm05300016120001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1812	1812	1792.jp2	/asm0530/image/1792.jp2
Group of seated individuals waiting		Carlebach, Michael L.			Written on verso: "901019A#30"	American Studies; Photography, artistic; Photojournalism; Waiting rooms	Photographs		1990-10-19	1990-2000		1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016440001001	image	2011-05-16	image/tiff				175616376 Bytes	8652	6765	3597573241	RGB	8	600	asm05300016440001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1813	1813	1852.jp2	/asm0530/image/1852.jp2
U.S. Air Force airplane on display in Fayetteville		Carlebach, Michael L.			Written on verso: "Fayetteville, North Carolina"; "880816E#11"	American Studies; Photography, artistic; Photojournalism; Fayetteville (North Carolina); Airplanes; Airplanes -- Military	Photographs		1988-08-16	1980-1990	Fayetteville (North Carolina)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016180001001	image	2011-05-16	image/tiff				174153616 Bytes	8576	6768	453004233	RGB	8	600	asm05300016180001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1814	1814	1783.jp2	/asm0530/image/1783.jp2
Munitions factory worker		Carlebach, Michael L.			Written on verso: "Munitions factory"; "302T22923C3-23"	American Studies; Photography, artistic; Photojournalism; Ammunition; Factories -- employees; Weapons industry -- Employees	Photographs					1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016040001001	image	2011-05-16	image/tiff				174019404 Bytes	8581	6759	3304062819	RGB	8	600	asm05300016040001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1815	1815	1763.jp2	/asm0530/image/1763.jp2
