Title	Alternate Title	Photographer	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Group of boy scouts celebrate Memorial Day in Chappaqua, New York		Carlebach, Michael L.			Written on verso: "Memorial Day Chappaqua, NY"; "67310C2#8"	American Studies; Photography, artistic; Photojournalism; Chappaqua (New York); Boy Scouts; Flags; Flags -- United States; Memorial Day	Photographs		1967	1960-1970	Chappaqua (New York)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016930001001	image	2011-05-16	image/tiff				173380196 Bytes	6760	8548	580280096	RGB	8	600	asm05300016930001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1765	1765	1781.jp2	/asm0530/image/1781.jp2
U.S. Air Force recruiter during half time at the Orange Bowl		Carlebach, Michael L.			Written on verso: "13. U.S. Air Force recruiter at a sports stadium (the Orange Bowl)"; "Half time at the Orange Bowl"; "871124A#20"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); United States -- Air Force; Recruiting; Stadiums; Airplanes; United States -- Air Force; United States -- Officials and employees -- Recruiting   	Photographs		1987-11-24	1980-1990	Miami (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016810001001	image	2011-05-16	image/tiff				176735240 Bytes	8637	6820	1007743500	RGB	8	600	asm05300016810001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1766	1766	1789.jp2	/asm0530/image/1789.jp2
Man napping in a room at the National Museum of American Art in Washington, D.C.		Carlebach, Michael L.			Written on verso: "Washington, DC"	American Studies; Photography, artistic; Photojournalism; Washington (D.C.); Reception rooms; Waiting rooms; Signs and signboards; Sleep; Museums; Art museums; Smithsonian Institution Building (Washington, D.C.); Naps (Sleep)	Photographs				Washington (D.C.)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016780001001	image	2011-05-16	image/tiff				173619616 Bytes	8560	6760	2332788418	RGB	8	600	asm05300016780001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1767	1767	1803.jp2	/asm0530/image/1803.jp2
Rodeo clown with children wearing toy horses around their waists in Cody, Wyoming		Carlebach, Michael L.			Written on verso: "Cody, Wyoming"; "920629B#7"	American Studies; Photography, artistic; Photojournalism; Cody (Wyoming); Children; Toys; Toy horses; Imaginary playmates; Galloping; Clowns; Rodeos; Rodeos -- Wyoming; Rodeo clowns	Photographs		1992-06-29	1990-2000	Cody (Wyoming)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016910001001	image	2011-05-16	image/tiff				174097932 Bytes	8595	6751	2571927859	RGB	8	600	asm05300016910001001.tif		2011-08-02	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1768	1768	1857.jp2	/asm0530/image/1857.jp2
Sculptor working on his sculpture in Venice Beach, California		Carlebach, Michael L.			Written on verso: "Venice Beach, CA"; "920720F15A"	American Studies; Photography, artistic; Photojournalism; Sculpture; Statue; Sculptors; Signs and signboards; Artists; Venice (Los Angeles, California)	Photographs		1992-07-20	1990-2000	Venice (Los Angeles, California)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300017070001001	image	2011-05-16	image/tiff				172030976 Bytes	8527	6724	3499992174	RGB	8	600	asm05300017070001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1769	1769	1826.jp2	/asm0530/image/1826.jp2
Nazis marching at the Lincoln Memorial in Washington, D.C.		Carlebach, Michael L.			Written on verso: "Nazis at the Lincoln Memorial Washington, D.C."; "72016C1#9"	American Studies; Photography, artistic; Photojournalism; Washington (D.C.); Nazis; Uniforms; Marching; Lincoln Memorial (Washington, D.C.)	Photographs		1972	1970-1980	Washington (D.C.)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016670001001	image	2011-05-16	image/tiff				175448636 Bytes	8622	6782	3994624247	RGB	8	600	asm05300016670001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1770	1770	1821.jp2	/asm0530/image/1821.jp2
Nude woman playing piano		Carlebach, Michael L.			Written on verso: "7765C1#33"	American Studies; Photography, artistic; Photojournalism; Nudity; Women; Piano -- Performance; Photography of the nude;	Photographs		1977	1970-1980		1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016330001001	image	2011-05-16	image/tiff				348189316 Bytes	8584	6760	2376853594	RGB	16	600	asm05300016330001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1771	1771	1817.jp2	/asm0530/image/1817.jp2
View of cruise ship in Government Cut		Carlebach, Michael L.			Written on verso: "Government Cut"; "920521D#5A"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Cruise ships; Waterways	Photographs		1992-05-21	1990-2000	Miami (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016340001001	image	2011-05-16	image/tiff				174333992 Bytes	8585	6768	3268881893	RGB	8	600	asm05300016340001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1772	1772	1848.jp2	/asm0530/image/1848.jp2
Suzie Morgan at Shake-A-Leg		Carlebach, Michael L.			Written on verso: "Suzie Morgan at Shake-A-Leg"; "980208A#194"	American Studies; Photography, artistic; Photojournalism; Coconut Grove (Miami, Florida); People with disabilities;	Photographs		1998-02-08	1990-2000	Coconut Grove (Miami, Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016150001001	image	2011-05-16	image/tiff				172828344 Bytes	8564	6726	197893702	RGB	8	600	asm05300016150001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1773	1773	1779.jp2	/asm0530/image/1779.jp2
Mariel refugees in downtown Miami		Carlebach, Michael L.			Written on verso: "Mariel refugees downtown Miami"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Refugees; Refugees -- Florida -- Miami; Mariel Boatlift, 1980; Cubans -- Miami (Florida) -- History;	Photographs				Miami (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016790001001	image	2011-05-16	image/tiff				173533876 Bytes	8576	6744	607933516	RGB	8	600	asm05300016790001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1774	1774	1853.jp2	/asm0530/image/1853.jp2
Photographic background of saloon at Old Tucson		Carlebach, Michael L.			Written on verso: "Old Tucson, AZ"; "920601D#31A"	American Studies; Photography, artistic; Photojournalism; Tucson (Arizona); Children; Signs and signboards; Photographic backgrounds; Attractions	Photographs		1992-06-01	1990-2000	Tucson (Arizona)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016210001001	image	2011-05-16	image/tiff				174175172 Bytes	8600	6750	2568540089	RGB	8	600	asm05300016210001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1775	1775	1777.jp2	/asm0530/image/1777.jp2
Man playing saxophone at the French Quarter in New Orleans		Carlebach, Michael L.			Written on verso: "French Quarter, New Orleans"; '990920C#23"	American Studies; Photography, artistic; Photojournalism; Musicians; Musical instruments; Saxophone; Street musicians; French Quarter (New Orleans, Louisiana)	Photographs		1999-09-20	1900-2000	French Quarter (New Orleans, Louisiana)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016540001001	image	2011-05-16	image/tiff				173757792 Bytes	8577	6752	23915445	RGB	8	600	asm05300016540001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1776	1776	1770.jp2	/asm0530/image/1770.jp2
George Washington equestrian statue in Boston Garden in Boston, Massachusetts		Carlebach, Michael L.			Written on verso: "Boston, MA"; "931107A#30A"	American Studies; Photography, artistic; Photojournalism; Boston (Massachusetts); Statues; Monuments -- United States; Washington, George, 1732-1799; Public Garden (Boston, Mass.); Equestrian statues; Tourists;	Photographs		1993-11-07	1990-2000	Boston (Massachusetts)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300017050001001	image	2011-05-16	image/tiff				172130684 Bytes	6695	8569	2567823076	RGB	8	600	asm05300017050001001.tif		2011-08-02	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1777	1777	1765.jp2	/asm0530/image/1765.jp2
Man sitting by tombstone in cemetery in Concord, Massachusetts		Carlebach, Michael L.			Written on verso: "Concord, Massachusetts"	American Studies; Photography, artistic; Photojournalism; Concord (Massachusetts); Cemeteries; Homelessness; Sepulchral monuments	Photographs				Concord (Massachusetts)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016800001001	image	2011-05-16	image/tiff				174968648 Bytes	6780	8601	2441507331	RGB	8	600	asm05300016800001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1778	1778	1846.jp2	/asm0530/image/1846.jp2
People walking along the shore on Chappaquiddick Island, Massachusetts		Carlebach, Michael L.			Written on verso: "Chappaquidic Island, MA"; "72891C3#13"	American Studies; Photography, artistic; Photojournalism; Shorelines; Seashore; Seashore -- Massachusetts; Chappaquiddick Island (Massachusetts)	Photographs		1972	1970-1980	Chappaquiddick Island (Massachusetts)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016750001001	image	2011-05-16	image/tiff				175936148 Bytes	8608	6812	1800988340	RGB	8	600	asm05300016750001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1779	1779	1761.jp2	/asm0530/image/1761.jp2
Two boys running in front of circus tent in Butler, New Jersey		Carlebach, Michael L.			Written on verso: "Butler, NJ"; "920528A#27"	American Studies; Photography, artistic; Photojournalism; Butler (New York: Town); Children; Boys; Circus; Tents	Photographs		1992-05-28	1990-2000	Butler (New York: Town)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016940001001	image	2011-05-16	image/tiff				173680868 Bytes	8544	6775	1249582996	RGB	8	600	asm05300016940001001.tif		2011-08-02	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1780	1780	1820.jp2	/asm0530/image/1820.jp2
Dressed in costume on Old Tucson movie set		Carlebach, Michael L.			Written on verso: "Movie set, Old Tuscon, Arizona"; "920601B#29"	American Studies; Photography, artistic; Photojournalism; Tucson (Arizona); Children; Costume; Signs and signboards;	Photographs		1992-06-01	1990-2000	Tucson (Arizona)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016160001001	image	2011-05-16	image/tiff				174585608 Bytes	8619	6751	3403714040	RGB	8	600	asm05300016160001001.tif		2011-08-02	2011-09-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1782	1782	1828.jp2	/asm0530/image/1828.jp2
Elderly man standing in doorway in Hondo,Texas		Carlebach, Michael L.			Written on verso: "Texas"; "910402B#15"; "Hondo, Texas"	American Studies; Photography, artistic; Photojournalism; Texas; Older people; Doorways; General stores; Hondo (Texas)	Photographs		1991-04-02	1980-1990	Hondo (Texas)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn	verso info taken from deleted asm05300021760001001	© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300017090001001	image	2011-05-16	image/tiff				172522416 Bytes	6686	8600	3034348879	RGB	8	600	asm05300017090001001.tif		2011-08-02	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1783	1783	1819.jp2	/asm0530/image/1819.jp2
Young boy splashing in water jets in Kansas City, Missouri		Carlebach, Michael L.			Written on verso: "Kansas City, Missouri"; "930815A#13A"	American Studies; Photography, artistic; Photojournalism; Kansas City (Missouri); Children; Water jets	Photographs		1993-08-15	1990-2000	Kansas City (Missouri)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300017100001001	image	2011-05-16	image/tiff				173288532 Bytes	8569	6740	3670321185	RGB	8	600	asm05300017100001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1784	1784	1845.jp2	/asm0530/image/1845.jp2
Young cowboy enjoying Old Tucson movie scene set		Carlebach, Michael L.			Written on verso: "Old Tucson"; "920601D#11A"	American Studies; Photography, artistic; Photojournalism; Tucson (Arizona); Amusement Parks -- United States; Signs and signboards; Children; Cowboys; Western films	Photographs		1992-06-01	1990-2000	Tucson (Arizona)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016070001001	image	2011-05-16	image/tiff				174582072 Bytes	8577	6784	1430320342	RGB	8	600	asm05300016070001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1785	1785	1827.jp2	/asm0530/image/1827.jp2
Covered vehicle parked on South Beach		Carlebach, Michael L.			Written on verso: "South Beach"; "930419C316A"	American Studies; Photography, artistic; Photojournalism; South Beach (Miami Beach, Florida); Beaches; Automobiles; Cars;	Photographs		1993-04-19	1990-2000	South Beach (Miami Beach, Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016510001001	image	2011-05-16	image/tiff				172934676 Bytes	8577	6720	1329348477	RGB	8	600	asm05300016510001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1786	1786	1847.jp2	/asm0530/image/1847.jp2
Crushed cars form auto mountain in North Dade		Carlebach, Michael L.			Written on verso: "Crushed cars. Auto mountain. North Dade"; "21026C5#5"	American Studies; Photography, artistic; Photojournalism; Miami-Dade County (Florida); Automobiles; Junkyards	Photographs		1989	1980-1990	Florida	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016000001001	image	2011-05-16	image/tiff				173272968 Bytes	6767	8534	4163158007	RGB	8	600	asm05300016000001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1787	1787	1778.jp2	/asm0530/image/1778.jp2
Football game at the Orange Bowl stadium		Carlebach, Michael L.			Written on verso: "Orange Bowl Miami, Florida"; 820913C#10"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Football; Football players; Football stadiums; Stadiums; Fans (Persons); Sports; Orange Bowl (Miami, Florida);	Photographs		1982-09-13	1980-1990	Miami (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016520001001	image	2011-05-16	image/tiff				173949680 Bytes	8599	6742	263680655	RGB	8	600	asm05300016520001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1788	1788	1786.jp2	/asm0530/image/1786.jp2
Woman leaning on trunk of large tree near New Orleans		Carlebach, Michael L.			Written on verso: "South of New Orleans"; "990920A"; "Old Plantation"	American Studies; Photography, artistic; Photojournalism; New Orleans (Louisiana); Trees; Women; Plantations;	Photographs		1999-09-20	1990-2000	New Orleans (Louisiana)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn	verso info taken from deleted asm05300021670001001	© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016530001001	image	2011-05-16	image/tiff				173148904 Bytes	6729	8576	4130544341	RGB	8	600	asm05300016530001001.tif		2011-08-02	2011-10-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1789	1789	1810.jp2	/asm0530/image/1810.jp2
Family walking through covered walkway		Carlebach, Michael L.			Written on verso: "960110D#9A"	American Studies; Photography, artistic; Photojournalism; Families; Footbridges	Photographs		1996-01-10	1990-2000		1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016430001001	image	2011-05-16	image/tiff				175772532 Bytes	8605	6808	1391335571	RGB	8	600	asm05300016430001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1790	1790	1808.jp2	/asm0530/image/1808.jp2
Original cast member of the musical "Hair" Chicago, Illinois		Carlebach, Michael L.			Written on verso: "Original cast member of the musical "Hair" Chicago, IL"; "71045C1#26"	American Studies; Photography, artistic; Photojournalism; Chicago (Illinois); Flying discs (Game); Actors; Motion pictures -- Setting and scenery	Photographs		1971	1970-1980	Chicago (Illinois)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn; rev cme	We are keeping this image, which is a duplicate of: asm05300022970001001 (deleted). Added subjects.	© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016740001001	image	2011-05-16	image/tiff				174600752 Bytes	8544	6811	3464257549	RGB	8	600	asm05300016740001001.tif		2011-08-02	2012-03-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1791	1791	1858.jp2	/asm0530/image/1858.jp2
Children riding bicycles on Dinner Key beach		Carlebach, Michael L.			Written on verso: "Dinner Key"; "980208A#3A"	American Studies; Photography, artistic; Photojournalism; Dinner Key (Florida); Children; Bicycles; Beaches;	Photographs		1998-02-08	1990-2000	Dinner Key (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016140001001	image	2011-05-16	image/tiff				171446576 Bytes	8493	6728	1878412843	RGB	8	600	asm05300016140001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1792	1792	1861.jp2	/asm0530/image/1861.jp2
Father and son fishing in Daytona		Carlebach, Michael L.			Written on verso: "Daytona"; "970914C#13A"	American Studies; Photography, artistic; Photojournalism; Daytona Beach (Florida); Children; Fishing; Pelicans	Photographs		1997-09-14	1990-2000	Daytona Beach (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300015990001001	image	2011-05-16	image/tiff				173366752 Bytes	8550	6758	707610871	RGB	8	600	asm05300015990001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1793	1793	1760.jp2	/asm0530/image/1760.jp2
Young girl with her dog in Bisbee, Arizona		Carlebach, Michael L.			Written on verso: "Bisbee, AZ"; "920602C#23A"	American Studies; Photography, artistic; Photojournalism; Bisbee (Arizona); Bicycles; Dogs; Children; Signs and signboards;	Photographs		1962-06-02	1960-1970	Bisbee (Arizona)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016990001001	image	2011-05-16	image/tiff				172873572 Bytes	8532	6753	2277353734	RGB	8	600	asm05300016990001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1794	1794	1816.jp2	/asm0530/image/1816.jp2
Mother and child visiting Santa Claus in Coral Gables		Carlebach, Michael L.			Written on verso: "Coral Gables"; "21018C1#36"	American Studies; Photography, artistic; Photojournalism; Coral Gables (Florida); Mothers; Mothers and daughters; Children; Christmas; Santa Claus	Photographs				Coral Gables (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016610001001	image	2011-05-16	image/tiff				174871308 Bytes	6781	8595	3969723673	RGB	8	600	asm05300016610001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1795	1795	1837.jp2	/asm0530/image/1837.jp2
Tourist attraction in Kissimmee, Florida		Carlebach, Michael L.			Written on verso: "Kissimmee, FL"; "840810A#4"	American Studies; Photography, artistic; Photojournalism; Kissimmee (Florida); Signs and signboards; Circus; Attractions	Photographs		1984-08-10	1980-1990	Kissimmee (Florida)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016060001001	image	2011-05-16	image/tiff				173818140 Bytes	8576	6755	1996797235	RGB	8	600	asm05300016060001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1796	1796	1807.jp2	/asm0530/image/1807.jp2
Man in front of costume store in New York City		Carlebach, Michael L.			Written on verso: "New York City"; "981019C"	American Studies; Photography, artistic; Photojournalism; New York (New York); Signs and signboards; Storefronts; Stores, Retail; Costume; Shopping; Tourists	Photographs		1998-10-19	1990-2000	New York (New York)	1 b&w photograph; 27.9 x 35.6 cm (11 x 14 inches);	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 16; Folder Title: American Studies				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300016760001001	image	2011-05-16	image/tiff				173368380 Bytes	8601	6718	2422558000	RGB	8	600	asm05300016760001001.tif		2011-08-02	2011-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/1797	1797	1759.jp2	/asm0530/image/1759.jp2
